出表日期,公司代號,公司名稱,召開股東會日期,股東依公司法第172條之1行使提案權-提案受理期間,提案受理處所,提案內容,date
1150516,1802,台玻,1150612,1150411~1150420,台灣玻璃工業股份有限公司 股務部，105-405台北市松山區南京東3段261號8樓,,2026-05-17
1150516,1805,寶徠,1150626,1150419~1150429,台北市內湖區新湖一路303號4樓(本公司財會部),,2026-05-17
1150516,1806,冠軍,1150617,1150410~1150420,冠軍建材股份有限公司財務部(苗栗縣竹南鎮大埔里13鄰竹篙厝200-7號),,2026-05-17
1150516,1808,潤隆,1150609,1150331~1150410,潤隆建設股份有限公司  財務部（地址：10462台北市中山區樂群二路267號8樓）。,,2026-05-17
1150516,1809,中釉,1150623,1150320~1150330,中國製釉股份有限公司 財務部  地址：31061新竹縣竹東鎮中興路4段136號,,2026-05-17
1150516,1810,和成,1150527,1150321~1150331,和成欣業股份有限公司總經理室地址桃園市八德區大發里後庄街135號,,2026-05-17
1150516,1817,凱撒衛,1150526,1150320~1150330,凱撒衛浴股份有限公司財務部(地址：新北市三重區興德路111之8號7樓),,2026-05-17
1150516,1903,士紙,1150605,1150329~1150408,士林紙業股份有限公司財會室(11163臺北市士林區福德路31號) 其他作業規範係依公司法第172條之1規定辦理。,,2026-05-17
1150516,1904,正隆,1150529,1150323~1150401,正隆股份有限公司股務課，新北市板橋區&#11936;&#12131;路&#12032;段三號三樓,,2026-05-17
1150516,1905,華紙,1150616,1150410~1150420,中華紙漿股份有限公司(地址：台北市重慶南路二段51號12樓財會部財務組),,2026-05-17
1150516,1906,寶隆,1150526,1150328~1150407,寶隆國際股份有限公司財務部，105401台北市松山區復興北路337號10樓。,,2026-05-17
1150516,1907,永豐餘,1150612,1150407~1150417,永豐餘投資控股股份有限公司股務室（台北市重慶南路二段51號14樓）,,2026-05-17
1150516,1909,榮成,1150527,1150328~1150407,榮成紙業股份有限公司財務中心，105401台北市松山區復興北路337號10樓。,,2026-05-17
1150516,2002,中鋼,1150522,1150316~1150325,中鋼集團總部大樓(地址：高雄市前鎮區成功二路88號),,2026-05-17
1150516,2006,東和鋼鐵,1150522,1150130~1150209,東和鋼鐵企業(股)公司財會部(台北市長安東路一段9號6樓),,2026-05-17
1150516,2007,燁興,1150624,1150417~1150427,燁興企業股份有限公司財務部。(地址：高雄市岡山區白米里寶米路369號) 電話：(07)6111111分機530。,,2026-05-17
1150516,2008,高興昌,1150617,1150401~1150410,高興昌鋼鐵股份有限公司股務課，地址：台北市大同區涼州街62號(電話:02-25536052),,2026-05-17
1150516,2009,第一銅,1150624,1150330~1150409,第一伸銅科技股份有限公司 總公司股務處，801高雄市前金區中正四路170號,,2026-05-17
1150516,2010,春源,1150611,1150327~1150407,春源鋼鐵工業股份有限公司財務部﹝地址：104台北市中山區復興北路502號4樓股務辦公室，電話：02-25018111ext.2298﹞,,2026-05-17
1150516,2012,春雨,1150528,1150320~1150330,春雨工廠股份有限公司財務部（地址：高雄市岡山區新樂街169號),,2026-05-17
1150516,2013,中鋼構,1150528,1150226~1150309,中國鋼鐵結構股份有限公司財務處（地址：824007高雄市燕巢區中興路500號）,,2026-05-17
1150516,2014,中鴻,1150522,1150313~1150323,中鴻鋼鐵股份有限公司(地址：825高雄市橋頭區芋寮路317號 財務處）,,2026-05-17
1150516,2015,豐興,1150527,1150313~1150323,豐興鋼鐵股份有限公司服務台。台中市后里區后科路3段259號1樓,,2026-05-17
1150516,2017,官田鋼,1150521,1150309~1150320,官田鋼鐵股份有限公司管理部(地址：70255台南市南區新建路47號4樓；電話：06-2643888）,,2026-05-17
1150516,2020,美亞,1150618,1150407~1150417,美亞鋼管廠股份有限公司，地址：(10477)台北市中山區民權東路三段二之一號12樓,,2026-05-17
1150516,2022,聚亨,1150528,1150126~1150205,聚亨企業股份有限公司財務部股務課，高雄市岡山區新樂街79之1號,,2026-05-17
1150516,2023,燁輝,1150625,1150419~1150429,燁輝企業股份有限公司財務部(地址：高雄市橋頭區芋寮路369號),,2026-05-17
1150516,2024,志聯,1150527,1150321~1150331,桃園市新屋區中興路480號。電話：03- 4772797。,,2026-05-17
1150516,2025,千興,1150609,1150326~1150407,千興不銹鋼股份有限公司財務部門(地址：台南市麻豆區工業路 222 號),,2026-05-17
1150516,2027,大成鋼,1150616,1150330~1150409,大成不銹鋼工業股份有限公司，台南市仁德區義林路122號。,,2026-05-17
1150516,2028,威致,1150618,1150330~1150409,本公司總經理室(台南市官田區南&#24269;里123號),,2026-05-17
1150516,2029,盛餘,1150612,1150402~1150413,盛餘股份有限公司 財務處（地址：81260高雄市小港區中林路11號）,,2026-05-17
1150516,2030,彰源,1150527,1150320~1150330,彰源企業股份有限公司(地址:雲林縣斗六市工業路122號，電話05-5571668 )。,,2026-05-17
1150516,2031,新光鋼,1150525,1150320~1150330,新北市三重區重新路4段97號25樓（本公司股務單位）。,,2026-05-17
1150516,2032,新鋼,1150618,1150410~1150420,新鋼工業股份有限公司總經理室，新北市新莊區大安路8號,,2026-05-17
1150516,2033,佳大,1150618,1150411~1150421,佳大世界股份有限公司財務處；台南市永康區永運五路2號；電話:06-2533117。,,2026-05-17
1150516,2034,允強,1150616,1150410~1150420,允強實業股份有限公司，彰化縣溪州鄉中山路四段270號,,2026-05-17
1150516,2038,海光,1150625,1150320~1150330,高雄市小港區沿海二路12號海光企業股份有限公司財務部，電話：07-8021011,,2026-05-17
1150516,2049,上銀,1150527,1150320~1150330,本公司財務部，台中市南屯區精科路7號,,2026-05-17
1150516,2059,川湖,1150630,1150416~1150427,川湖科技股份有限公司財務部（高雄市路竹區順安路299號),,2026-05-17
1150516,2062,橋椿,1150430,1150221~1150303,橋椿金屬股份有限公司財務部，地址：台中市大雅區科雅路11號，電話：04-22582062,,2026-05-17
1150516,2069,運錩,1150527,1150319~1150330,運錩鋼鐵股份有限公司股務課(801 高雄市前金區中正四路235號13樓之 1),,2026-05-17
1150516,2072,世紀風電,1150612,1150406~1150416,世紀離岸風電設備股份有限公司(新北市八里區下罟里5鄰中山路3段388之5號),,2026-05-17
1150516,2101,南港,1150526,1150320~1150330,南港輪胎股份有限公司(台北市大安區仁愛路三段136號6樓608室),,2026-05-17
1150516,2102,泰豐,1150520,1150306~1150316,泰豐輪胎股份有限公司財務部(地址：桃園市中壢區環北路398號2樓之2 電話：03-4522156),,2026-05-17
1150516,2103,台橡,1150529,1150323~1150401,台橡(股)公司財務處(台北市敦化南路二段95號24樓),,2026-05-17
1150516,2104,國際中橡,1150526,1150313~1150323,國際中橡投資控股股份有限公司董事會秘書室(地址：臺北市中山區中山北路二段113號8樓 電話:02-25317099分機20206),,2026-05-17
1150516,2105,正新,1150526,1150320~1150330,彰化縣大村鄉黃厝村美港路215號,,2026-05-17
1150516,2106,建大,1150603,1150316~1150326,建大工業股份有限公司-董事長室收，510-037彰化縣員林市中山路一段146號，電話：04-8345171,,2026-05-17
1150516,2107,厚生,1150612,1150402~1150413,厚生股份有限公司管理部(台北市漢口街一段82號7樓),,2026-05-17
1150516,2108,南帝,1150526,1150313~1150323,南帝化學工業股份有限公司，地址：高雄市林園區工業一路9號，電話：07-6413621,,2026-05-17
1150516,2109,華豐,1150527,1150321~1150331,本公司財務部，彰化縣大村鄉中山路二段300號,,2026-05-17
1150516,2114,鑫永銓,1150522,1150316~1150326,(鑫永銓股份有限公司財務部 地址：540南投市南崗三路294號電話：049-2263888),,2026-05-17
1150516,2115,六暉-KY,1150527,1150320~1150330,六暉控股股份有限公司台灣分公司董事長室(地址：彰化縣田中鎮新工五路64號，電話：04-8748122),,2026-05-17
1150516,2201,裕隆,1150527,1150312~1150323,本公司財務會計處股東關係組（231029新北市新店區中興路三段三號一樓）,,2026-05-17
1150516,2204,中華,1150529,1150313~1150323,中華汽車工業股份有限公司財務部財稅組(地址：326桃園市楊梅區秀才路618號),,2026-05-17
1150516,2206,三陽工業,1150626,1150418~1150428,三陽工業股份有限公司財管課(303新竹縣湖口鄉中華路3號),,2026-05-17
1150516,2207,和泰車,1150527,1150320~1150330,和泰汽車股份有限公司 公司治理推進室(台北市松江路121號4樓),,2026-05-17
1150516,2208,台船,1150625,1150417~1150427,台灣國際造船股份有限公司董事會(地址：812高雄市小港區中鋼路3號)。,,2026-05-17
1150516,2211,長榮鋼,1150527,1150202~1150211,本公司 公司治理部(地址：104473台北市中山區民生東路二段166號2樓),,2026-05-17
1150516,2227,裕日車,1150626,1150410~1150420,本公司股務組，新北市新店區中興路三段3號1樓,,2026-05-17
1150516,2228,劍麟,1150529,1150322~1150401,本公司財會總處＜地址：新北市汐止區新台五路一段98號19樓，電話：(02)2696-2818＞,,2026-05-17
1150516,2231,為升,1150526,1150320~1150330,(請輸入受理處所及地址，如：XX公司股務部，台北X路X段X號X樓),,2026-05-17
1150516,2233,宇隆,1150526,1150316~1150326,宇隆科技股份有限公司財管處(台中市梧棲區經二路27號),,2026-05-17
1150516,2236,百達-KY,1150629,1150417~1150427,百達精密工業股份有限公司財務部(地址：台北市松山區敦化北路205號3樓，電話：(02)2750-0076，電子郵件信箱：secretary@patec.com.sg),,2026-05-17
1150516,2239,英利-KY,1150617,1150410~1150420,開曼英利工業股份有限公司，地址：台灣彰化縣彰化市中山路二段349號8樓。,,2026-05-17
1150516,2241,艾姆勒,1150528,1150321~1150331,艾姆勒科技股份有限公司財務部，地址：新北市林口區文化三路二段455號10樓，電話：02-2602-6787。,,2026-05-17
1150516,2243,宏旭-KY,1150525,1150323~1150401,宏旭控股股份有限公司台灣分公司，新北市林口區文化一路一段86號2樓,,2026-05-17
1150516,2247,汎德永業,1150612,1150407~1150417,汎德永業汽車股份有限公司 財務部(地址：台北市內湖區行愛路100號6樓),,2026-05-17
1150516,2248,華勝-KY,1150612,1150402~1150413,華勝汽車電子股份有限公司（台北市南京東路二段150號7樓729室）,,2026-05-17
1150516,2250,IKKA-KY,1150626,1150413~1150423,本公司行政部（地址：新竹縣關西鎮深坑子3-1號，電話：03-5870928）,,2026-05-17
1150516,2254,巨鎧精密-創,1150527,1150320~1150330,本公司(臺南市安南區科技二路50號),,2026-05-17
1150516,2258,鴻華先進-創,1150522,1150313~1150323,鴻華先進科技股份有限公司董事會秘書室收 (新北市新店區寶高路26號8樓)。,,2026-05-17
1150516,2301,光寶科,1150520,1150306~1150316,光寶科技股份有限公司(台北市內湖區瑞光路392號),,2026-05-17
1150516,2302,麗正,1150522,1150313~1150323,本公司股務室(地址：台北市士林區承德路四段192-2號，電話：02-28801122) 。,,2026-05-17
1150516,2303,聯電,1150527,1150320~1150330,聯華電子股份有限公司 財務處 (地址：台北市內湖路一段68號8樓),,2026-05-17
1150516,2305,全友,1150526,1150321~1150331,全友電腦股份有限公司會計部，地址：新竹科學園區工業東三路6號,,2026-05-17
1150516,2308,台達電,1150528,1150313~1150323,台達電子工業股份有限公司，台北市內湖區瑞光路186號,,2026-05-17
1150516,2312,金寶,1150525,1150313~1150323,新北市深坑區北深路三段147號（股務室收）,,2026-05-17
1150516,2313,華通,1150528,1150320~1150330,本公司(地址：桃園市蘆竹區新莊里大新路814巷91號),,2026-05-17
1150516,2314,台揚,1150626,1150417~1150428,台揚科技股份有限公司股務室(新竹科學園區新竹市創新二路一號，電話:03-5773335),,2026-05-17
1150516,2316,楠梓電,1150612,1150403~1150413,高雄市楠梓區開發路39號9樓（本公司財會部）,,2026-05-17
1150516,2317,鴻海,1150529,1150209~1150225,鴻海精密工業股份有限公司股務部(新北市土城區自由街2號),,2026-05-17
1150516,2321,東訊,1150526,1150320~1150330,台新綜合證券股務代理部(地址:台北市建國北路一段96號B1),,2026-05-17
1150516,2323,中環,1150611,1150402~1150413,中環股份有限公司股務(地址：台北市中山區民權西路53號15樓),,2026-05-17
1150516,2324,仁寶,1150529,1150306~1150316,仁寶電腦工業股份有限公司股務(台北市內湖區瑞光路581號),,2026-05-17
1150516,2327,國巨*,1150527,1150320~1150330,國巨股份有限公司(地址：新北市新店區寶橋路233之1號3樓)。,,2026-05-17
1150516,2328,廣宇,1150527,1150313~1150323,廣宇科技股份有限公司 地址：新北市中和區建八路200號6樓,,2026-05-17
1150516,2329,華泰,1150529,1150316~1150326,華泰電子股份有限公司 會計處，地址為高雄市楠梓區中三街9號。,,2026-05-17
1150516,2330,台積電,1150604,1150331~1150409,台灣積體電路製造股份有限公司 股務及上市法規遵循部（地址：300096 新竹科學園區力行六路8號）,,2026-05-17
1150516,2331,精英,1150527,1150306~1150316,台北市中山區中山北路三段22-1號9樓 (本公司永續發展暨公司治理部）,,2026-05-17
1150516,2332,友訊,1150525,1150313~1150323,友訊科技股份有限公司財務處（地址：114065台北市內湖區新湖三路289號）,,2026-05-17
1150516,2337,旺宏,1150527,1150312~1150321,旺宏電子股份有限公司股務室，地址：104台北市中山區松江路162之1號2樓,,2026-05-17
1150516,2338,光罩,1150618,1150402~1150413,新竹科學園區新竹縣寶山鄉創新一路11號台灣光罩股份有限公司財務部,,2026-05-17
1150516,2340,台亞,1150625,1150417~1150427,台亞半導體股份有限公司 (地址:新竹科學園區新竹市力行五路一號),,2026-05-17
1150516,2342,茂矽,1150520,1150313~1150323,台灣茂矽電子(股)公司財務處(地址：新竹市科學園區研新一路1號),,2026-05-17
1150516,2344,華邦電,1150529,1150313~1150323,華邦電子股份有限公司股務辦事處,,2026-05-17
1150516,2345,智邦,1150611,1150404~1150414,智邦科技股份有限公司 股務處，地址：30077新竹市科學園區研新三路一號，電話：03-5770270,,2026-05-17
1150516,2347,聯強,1150529,1150323~1150402,聯強國際股份有限公司【地址：台北市南港區巿民大道8段205號27樓】,,2026-05-17
1150516,2348,海悅,1150617,1150413~1150423,海悅國際開發股份有限公司（地址：105台北市敦化北路260號7樓),,2026-05-17
1150516,2349,錸德,1150616,1150407~1150417,錸德科技股份有限公司財務中心(地址：新竹縣湖口鄉新竹工業區光復北路42號，電話：03-5985696分機8800),,2026-05-17
1150516,2351,順德,1150521,1150315~1150325,順德工業股份有限公司（彰化市彰南路二段260號）,,2026-05-17
1150516,2352,佳世達,1150529,1150320~1150331,333桃園市龜山區山鶯路157號 佳世達科技股份有限公司 財務中心,,2026-05-17
1150516,2353,宏碁,1150529,1150313~1150323,宏碁股份有限公司股務室 (105001台北市松山區復興北路369號7樓之5),,2026-05-17
1150516,2354,鴻準,1150529,1150320~1150331,鴻準精密工業股份有限公司董事會秘書室(新北市土城區中山路3-2號),,2026-05-17
1150516,2355,敬鵬,1150624,1150417~1150427,(敬鵬工業股份有限公司﹝地址：桃園市蘆竹區內厝里內厝街四十六號，電話：03-3222226﹞,,2026-05-17
1150516,2356,英業達,1150527,1150317~1150327,英業達股份有限公司股務部，台北市士林區後港街66號,,2026-05-17
1150516,2357,華碩,1150529,1150323~1150401,凱基證券股份有限公司股務代理部(台北市重慶南路一段2號5樓),,2026-05-17
1150516,2359,所羅門,1150609,1150326~1150407,所羅門股份有限公司股務室(地址：11494台北內湖區行忠路42號6樓),,2026-05-17
1150516,2360,致茂,1150529,1150320~1150331,桃園市龜山區文茂路88號(本公司財務處),,2026-05-17
1150516,2362,藍天,1150529,1150317~1150327,藍天電腦股份有限公司 股務室(地址：新北市新莊區思源路555號35樓，電話(02)2278-9696),,2026-05-17
1150516,2363,矽統,1150526,1150320~1150330,矽統科技股份有限公司財務部收，地址：新竹市公道五路二段180號,,2026-05-17
1150516,2364,倫飛,1150612,1150407~1150417,台北市內湖區瑞光路550號11樓，本公司櫃台,,2026-05-17
1150516,2365,昆盈,1150617,1150407~1150416,昆盈企業股份有限公司財會處，地址：新北市三重區重新路五段492號。,,2026-05-17
1150516,2367,燿華,1150616,1150410~1150420,燿華電子股份有限公司 財務部(236新北市土城區中山路4巷3號),,2026-05-17
1150516,2368,金像電,1150529,1150316~1150326,金像電子股份有限公司 地址: 中壢工業區西園路113號 財務處,,2026-05-17
1150516,2369,菱生,1150528,1150313~1150323,菱生精密工業股份有限公司股務，台中市潭子區南二路22-1號,,2026-05-17
1150516,2371,大同,1150526,1150310~1150320,大同股份有限公司董事會秘書處(地址：臺北市中山區中山北路3段22號),,2026-05-17
1150516,2373,震旦行,1150617,1150410~1150420,震旦行股份有限公司會計部(台北市信義路五段2號16樓)。,,2026-05-17
1150516,2374,佳能,1150625,1150410~1150420,佳能企業股份有限公司財會處，新北市新莊區中環路三段 200號15樓，電話：(02)8522-9788(例假日除外)。,,2026-05-17
1150516,2375,凱美,1150525,1150316~1150326,凱美電機股份有限公司：汐&#12108;區新台五路&#12032;段81號13樓,,2026-05-17
1150516,2376,技嘉,1150609,1150326~1150407,本公司公司治理主管，新北市新店區寶強路6號10樓，電話：02-8912-4000。,,2026-05-17
1150516,2377,微星,1150611,1150402~1150413,微星科技股份有限公司財務中心新北市中和區立德街69號 電話：02-3234-5599,,2026-05-17
1150516,2379,瑞昱,1150527,1150309~1150319,瑞昱半導體股份有限公司財務處 (地址：新竹科學園區創新二路2號，電話：03-5780211),,2026-05-17
1150516,2380,虹光,1150610,1150402~1150413,虹光精密工業(股)公司財務部(新竹科學園區研新一路20號),,2026-05-17
1150516,2382,廣達,1150529,1150313~1150323,廣達電腦股份有限公司財務中心 (地址：桃園市龜山區文化二路211號),,2026-05-17
1150516,2383,台光電,1150527,1150323~1150401,本公司(地址：桃園巿觀音區大同一路18號 財務處收),,2026-05-17
1150516,2385,群光,1150528,1150316~1150326,群光電子股份有限公司財務處﹝地址：新北市三重區光復路2段69號39樓，電話：(02)6626-6788 分機 16013﹞,,2026-05-17
1150516,2387,精元,1150529,1150323~1150402,精元電腦股份有限公司(台中市大雅區昌平路四段475號),,2026-05-17
1150516,2388,威盛,1150618,1150317~1150327,威盛電子股份有限公司財務部(地址: 新北市新店區中正路533號1樓),,2026-05-17
1150516,2390,云辰,1150617,1150411~1150421,云辰電子開發股份有限公司財務部，地址：新北市土城區中華路一段 50號3樓。,,2026-05-17
1150516,2392,正崴,1150624,1150402~1150413,正崴精密工業股份有限公司股務部，新北市土城區中山路18號。,,2026-05-17
1150516,2393,億光,1150609,1150404~1150414,億光電子工業股份有限公司，地址：新北市樹林區中華路6-8號,,2026-05-17
1150516,2395,研華,1150529,1150323~1150401,研華股份有限公司(台北市內湖區瑞光路26巷20弄1號),,2026-05-17
1150516,2397,友通,1150527,1150319~1150330,新北巿汐止區新台五路一段97號10樓，聯絡電話:(02)2697-2986分機3634,,2026-05-17
1150516,2399,映泰,1150617,1150410~1150420,新北市新店區民權路108-2號3樓，映泰股份有限公司 財務部收。,,2026-05-17
1150516,2401,凌陽,1150615,1150331~1150410,新竹科學園區創新一路十九號(凌陽科技股份有限公司),,2026-05-17
1150516,2402,毅嘉,1150616,1150330~1150409,桃園市龜山區華亞二路268號,,2026-05-17
1150516,2404,漢唐,1150529,1150320~1150331,新北市中和區橋和路13號13樓,,2026-05-17
1150516,2405,輔信,1150605,1150330~1150409,輔信科技股份有限公司(地址：台北市內湖區瑞光路76巷30號),,2026-05-17
1150516,2406,國碩,1150626,1150417~1150428,國碩科技工業股份有限公司 財務與投資部（地址：新竹縣湖口鄉工業一路3號  ）,,2026-05-17
1150516,2408,南亞科,1150521,1150317~1150326,114030台北市內湖區南京東路六段380號10樓(A5棟)，本公司股務組。,,2026-05-17
1150516,2409,友達,1150528,1150313~1150323,30078新竹科學園區新竹市力行二路一號(友達光電股份有限公司公司治理部),,2026-05-17
1150516,2412,中華電,1150529,1150313~1150323,中華電信股份有限公司，地址：台北市信義路一段21-3號,,2026-05-17
1150516,2413,環科,1150616,1150407~1150417,環隆科技股份有限公司財務部[地址：408台中市工業區二十七路三號],,2026-05-17
1150516,2414,精技,1150623,1150414~1150423,精技電腦股份有限公司 財務部(地址：台北市內湖區新湖二路238號1樓),,2026-05-17
1150516,2415,錩新,1150611,1150403~1150413,"錩新科技股份有限公司(地址:台北市遼寧街179號20樓,聯絡人:林小姐)",,2026-05-17
1150516,2417,圓剛,1150611,1150404~1150413,圓剛科技股份有限公司股務部 (新北市中和區建一路135號8樓。),,2026-05-17
1150516,2419,仲琦,1150522,1150316~1150326,仲琦科技股份有限公司(地址: 新竹市科學園區力行一路1-8號),,2026-05-17
1150516,2420,新巨,1150520,1150313~1150323,新巨企業股份有限公司。地址：新北市新店區&#11936;權路50號10樓,,2026-05-17
1150516,2421,建準,1150525,1150316~1150326,建準電機工業(股)公司 地址：高雄市前鎮區新衙路296巷30號(營運總部) 電話：(07)8135888,,2026-05-17
1150516,2423,固緯,1150527,1150320~1150330,固緯電子實業股份有限公司財務部（地址：236新北市土城區中興路7-1號）,,2026-05-17
1150516,2424,隴華,1150604,1150323~1150402,隴華電子(股)公司財會管理部(台北市松山區八德路三段32號15樓)，電話:02-2578-7775,,2026-05-17
1150516,2425,承啟,1150616,1150410~1150420,承啟科技股份有限公司 財務部，新北市新店區民權路48之3號3樓,,2026-05-17
1150516,2426,鼎元,1150522,1150316~1150325,本公司 (苗栗縣竹南鎮科中路15號),,2026-05-17
1150516,2427,三商電,1150609,1150402~1150413,「三商電腦股份有限公司財會處」(台北市信義區信義路五段150巷2號3樓，電話：02-27225333),,2026-05-17
1150516,2428,興勤,1150526,1150316~1150326,興勤電子工業股份有限公司(地址：高雄市左營區大順一路93號8樓),,2026-05-17
1150516,2429,銘旺科,1150616,1150323~1150401,銘旺科技股份有限公司。(地址: 桃園市中壢區高鐵站前西路一段286號3樓之1,,2026-05-17
1150516,2430,燦坤,1150520,1150213~1150223,燦坤實業股份有限公司(地址：114066台北市內湖區堤頂大道一段331號5樓 永續發展部）,,2026-05-17
1150516,2431,聯昌,1150520,1150306~1150316,聯昌電子企業股份有限公司財管處(台北市南京東路六段501號11樓),,2026-05-17
1150516,2432,倚天酷碁-創,1150522,1150313~1150323,倚天酷碁股份有限公司 (105台北市松山區復興北路369號7樓之5),,2026-05-17
1150516,2433,互盛電,1150616,1150410~1150420,互盛股份有限公司財務部，台北市信義路五段2號7樓。,,2026-05-17
1150516,2434,統懋,1150527,1150320~1150331,統懋半導體股份有限公司股務室(台南市新市區港墘里中山路76號),,2026-05-17
1150516,2436,偉詮電,1150529,1150316~1150326,偉詮電子股份有限公司股務部   地址：300新竹科學園區工業東九路24號2樓  電話：03-5780241,,2026-05-17
1150516,2438,翔耀,1150608,1150314~1150323,翔耀實業股份有限公司（地址：台北市光復南路438號12樓）,,2026-05-17
1150516,2439,美律,1150526,1150320~1150330,美律實業股份有限公司財務總處，40850台中市南屯區工業區23路22號,,2026-05-17
1150516,2440,太空梭,1150626,1150320~1150330,太空梭高傳真資訊科技股份有限公司董事會祕書室【地址：新竹縣竹北市環科一路23號9樓之2，電話：(03)5935588】,,2026-05-17
1150516,2441,超豐,1150526,1150320~1150330,超豐電子股份有限公司 財務會計處（地址：苗栗縣竹南鎮公義路136號）,,2026-05-17
1150516,2442,新美齊,1150529,1150316~1150326,新美齊股份有限公司財務部(地址：台北市內湖區瑞光路2號7樓),,2026-05-17
1150516,2444,兆勁,1150520,1150313~1150323,兆勁科技股份有限公司總管理處(地址:苗栗縣竹南鎮友義路77號，電話：037-580-777),,2026-05-17
1150516,2449,京元電子,1150529,1150320~1150331,京元電子股份有限公司 股務部(300046新竹市公道五路二段81號，電話:03-5751888),,2026-05-17
1150516,2450,神腦,1150527,1150319~1150330,神腦國際企業股份有限公司（地址： 新北市新店區中正路 531號2樓）,,2026-05-17
1150516,2451,創見,1150617,1150410~1150420,創見資訊股份有限公司，台北市內湖區行忠路70號，電話：02-2792-8000,,2026-05-17
1150516,2453,凌群,1150611,1150331~1150410,凌群電腦股份有限公司財務處（台北市峨眉街115號4樓） 連絡電話：(02)2191-6066分機8660,,2026-05-17
1150516,2454,聯發科,1150529,1150320~1150331,聯發科技股份有限公司財務處，新竹科學園區篤行一路1號10樓。&#8206;,,2026-05-17
1150516,2455,全新,1150529,1150320~1150331,全新光電科技股份有限公司 財務處（地址：桃園市平鎮區工業一路16號),,2026-05-17
1150516,2457,飛宏,1150611,1150317~1150327,飛宏科技股份有限公司財務部(地址: 桃園市龜山區復興三路568號)，電話: 03-3277288,,2026-05-17
1150516,2458,義隆,1150527,1150316~1150326,新竹科學園區新竹縣創新一 路12號,,2026-05-17
1150516,2459,敦吉,1150529,1150316~1150326,敦吉科技股份有限公司 (台北市內湖區內湖路一段120巷8號),,2026-05-17
1150516,2460,建通,1150623,1150417~1150427,受理處所： 建通精密工業股份有限公司（地址：高雄市路竹區大同路513巷138號)，聯絡人：林翠鳳，電話：（07）696-3037 分機1232。,,2026-05-17
1150516,2461,光群雷,1150525,1150313~1150323,"光群雷射科技股份有限公司(地址：新竹科學工業園區力行六路一號,電話03-5770316)",,2026-05-17
1150516,2462,良得電,1150527,1150320~1150331,新北市深坑區北深路三段272號。,,2026-05-17
1150516,2464,盟立,1150528,1150313~1150323,盟立自動化股份有限公司財務中心(地址:新竹市科學園區研發二路3號，電話:03-5783280),,2026-05-17
1150516,2465,麗臺,1150603,1150326~1150407,麗臺科技股份有限公司財務部，新北市中和區建一路166號18樓,,2026-05-17
1150516,2466,冠西電,1150626,1150418~1150428,冠西電子企業股份有限公司財務部 地址:新北市中和區連城路258號11樓,,2026-05-17
1150516,2467,志聖,1150522,1150316~1150326,志聖工業股份有限公司，新北市林口區文化二路一段266號7樓之1,,2026-05-17
1150516,2468,華經,1150527,1150320~1150330,華經資訊企業股份有限公司財務部(台北市內湖區行愛路78巷25號6樓),,2026-05-17
1150516,2471,資通,1150623,1150417~1150427,資通電腦股份有限公司管理部（地址：台北市中山北路二段111號5樓）,,2026-05-17
1150516,2472,立隆電,1150624,1150417~1150427,立隆電子工業股份有限公司 股務室(台中市大里區國光路一段147號),,2026-05-17
1150516,2474,可成,1150527,1150313~1150323,可成科技股份有限公司財務部(台南市永康區仁愛街398號),,2026-05-17
1150516,2476,鉅祥,1150612,1150406~1150416,本公司財務部，桃園市新屋區九斗里九洲路1號,,2026-05-17
1150516,2477,美隆電,1150626,1150419~1150429,美隆工業股份有限公司股務部(地址：桃園市桃園區幸福路99號),,2026-05-17
1150516,2478,大毅,1150612,1150402~1150413,本公司警衛室（地址：桃園市蘆竹區南山路三段17巷4號）,,2026-05-17
1150516,2480,敦陽科,1150529,1150320~1150330,敦陽科技股份有限公司股務部，地址：新竹市東大路二段83號12樓之1，電話：03-5425566,,2026-05-17
1150516,2481,強茂,1150618,1150411~1150421,強茂股份有限公司，地址：高雄市永安區永工一路17號，聯絡人：沈盈秀 小姐。,,2026-05-17
1150516,2482,連宇,1150527,1150320~1150330,連宇股份有限公司財會部(地址：新北市土城區自強街15巷1號1樓),,2026-05-17
1150516,2483,百容,1150529,1150320~1150331,百容電子股份有限公司財務部（台中市工業區25路20號）,,2026-05-17
1150516,2484,希華,1150623,1150413~1150423,希華晶體科技股份有限公司財務部(台中市潭子區中山路111巷1-1號),,2026-05-17
1150516,2485,兆赫,1150610,1150403~1150413,兆赫電子股份有限公司董事長室公司治理單位，(地址：235新北市中和區員山路512號7樓，電話：(02)2225-1929),,2026-05-17
1150516,2486,一詮,1150525,1150313~1150323,一詮精密工業股份有限公司(地址：242新北市新莊區新知八路28號11樓)電話：(02)2299-0001,,2026-05-17
1150516,2488,漢平,1150624,1150323~1150402,漢平電子工業股份有限公司(台南市仁德區中正路三段256號),,2026-05-17
1150516,2489,瑞軒,1150528,1150316~1150326,新北市中和區連城路268號17樓 瑞軒科技股份有限公司 電話：02-8228-0505,,2026-05-17
1150516,2491,吉祥全,1150529,1150323~1150401,吉祥全球實業股份有限公司股務室(地址:桃園市桃園區大仁路50巷51弄19號),,2026-05-17
1150516,2492,華新科,1150612,1150327~1150407,華新科技股份有限公司股務辦事處，臺北市內湖區行善路398號8樓,,2026-05-17
1150516,2493,揚博,1150611,1150327~1150407,揚博科技股份有限公司(地址:台北市松德路171號17樓),,2026-05-17
