出表日期,報告年度,公司代號,公司名稱,使用率(再生能源/總能源),資料範圍,取得驗證,date
1150513,113,2884,玉山金,56.5178%,包含母公司個體之全台營運據點,ISO 50001,2026-05-18
1150513,113,2885,元大金,13.6400%,全集團,ISO 50001,2026-05-18
1150513,113,2886,兆豐金,20.3358%,"全臺營運據點
",ISO 50001,2026-05-18
1150513,113,2887,台新金,22.0815%,已完成合併財務報表之母子公司,ISO 50001,2026-05-18
1150513,113,2889,國票金,9.0546%,"2024年度盤查邊界包括國票金融控股公司、國票創業投資股份有限公司、國票證券投資顧問股份有限公司、國票證創業投資股份有限公司、國票期貨股份有限公司、國票綜合證券股份有限公司、國際票券金融股份有限公司、國票金租賃股份有限公司、國旺國際融資租賃有限公司、IBF Financial Holding (BVI) Co., Ltd.等共計49據點。因樂天網銀不在國票金控合併財報內，為符合金管會要求，故將樂天網銀移出組織邊界外",ISO 50001,2026-05-18
1150513,113,2890,永豐金,19.0000%,包含合併財務報表之母子公司,AA1000 ASv3第二類型高度保證等級,2026-05-18
1150513,113,2891,中信金,6.9886%,中國信託金融園區及臺中金融大樓。,ISO 50001,2026-05-18
1150513,113,2892,第一金,14.2500%,包含合併財務報表之母子公司,ISO 50001,2026-05-18
1150513,113,2897,王道銀行,18.5000%,包含母公司個體之全球營運據點,ISO 50001,2026-05-18
1150513,113,2901,欣欣,N/A,N/A,N/A,2026-05-18
1150513,113,2903,遠百,0.0997%,全台分公司,ISO 50001,2026-05-18
1150513,113,2904,匯僑,N/A,N/A,N/A,2026-05-18
1150513,113,2905,三商,0.0000%,母公司,N/A,2026-05-18
1150513,113,2906,高林,N/A,N/A,"委託正大聯合會計師事務所依據中華民國確信準則公報第3000號對本報告特定項
目進行有限確信，確信報告請參閱本報告書附錄之會計師有限確信報告。",2026-05-18
1150513,113,2908,特力,N/A,N/A,N/A,2026-05-18
1150513,113,2910,統領,N/A,N/A,N/A,2026-05-18
1150513,113,2911,麗嬰房,N/A,N/A,N/A,2026-05-18
1150513,113,2912,統一超,0.0000%,母公司,ISO 50001,2026-05-18
1150513,113,2913,農林,N/A,N/A,N/A,2026-05-18
1150513,113,2915,潤泰全,N/A,N/A,N/A,2026-05-18
1150513,113,2923,鼎固-KY,N/A,N/A,N/A,2026-05-18
1150513,113,2929,淘帝-KY,N/A,N/A,N/A,2026-05-18
1150513,113,2939,永邑-KY,N/A,N/A,N/A,2026-05-18
1150513,113,2945,三商家購,0.1100%,母公司 (總部、物流、美廉社及心樸市集門市)及子公司各處門市(特美事及寵物好事)，共計865個據點,N/A,2026-05-18
1150513,113,3002,歐格,N/A,N/A,N/A,2026-05-18
1150513,113,3003,健和興,N/A,N/A,N/A,2026-05-18
1150513,113,3004,豐達科,1.1132%,母公司各廠區,N/A,2026-05-18
1150513,113,3005,神基,0.0000%,資料範圍涵蓋神基控股暨合併財務報表之八家重要子公司，覆蓋率達合併營收約90%。為了更有效的提升能源管理績效，本公司自2020年至今，已有五家子公司成功導入ISO50001能源管理系統，並通過外部驗證，包含神基科技汐止五廠、神訊昆山、漢達昆山、蘇州漢揚、吉達克常熟暨其分公司吉達克昆山。,ISO 50001,2026-05-18
1150513,113,3006,晶豪科,N/A,N/A,N/A,2026-05-18
1150513,113,3008,大立光,N/A,N/A,N/A,2026-05-18
1150513,113,3010,華立,N/A,N/A,N/A,2026-05-18
1150513,113,3011,今皓,0.0000%,本公司以下營運據點：今皓光電(崑山)有限公司,N/A,2026-05-18
1150513,113,3013,晟銘電,73.0000%,包含合併財務報表之母子公司,N/A,2026-05-18
1150513,113,3014,聯陽,0.0000%,母公司,N/A,2026-05-18
1150513,113,3015,全漢,6.0000%,時間為2024年1⽉1⽇~12⽉31⽇；廠區包含全漢企業股份有限公司總部、桃⼆廠區與桃三廠、全漢企業股份有限公司⾼雄分公司、輝⼒廠、仲漢電⼦(深圳)有限公司、深圳市眾漢科技有限公司福永廠、無錫全漢科技有限公司、東莞普特、善元科技,ISO 50001,2026-05-18
1150513,113,3016,嘉晶,0.0000%,已完成合併財務報表之母子公司,N/A,2026-05-18
1150513,113,3017,奇鋐,4.5000%,包含合併報表所有公司，除富世達為上市公司單獨出具相關報告。,N/A,2026-05-18
1150513,113,3018,隆銘綠能,N/A,N/A,N/A,2026-05-18
1150513,113,3019,亞光,N/A,N/A,N/A,2026-05-18
1150513,113,3021,鴻名,N/A,N/A,N/A,2026-05-18
1150513,113,3022,威強電,N/A,N/A,N/A,2026-05-18
1150513,113,3023,信邦,10.5000%,本公司、100%持股子公司,ISO 50001,2026-05-18
1150513,113,3024,憶聲,N/A,N/A,N/A,2026-05-18
1150513,113,3025,星通,N/A,N/A,N/A,2026-05-18
1150513,113,3026,禾伸堂,0.8138%,母公司,N/A,2026-05-18
1150513,113,3027,盛達,N/A,N/A,N/A,2026-05-18
1150513,113,3028,增你強,N/A,N/A,N/A,2026-05-18
1150513,113,3029,零壹,N/A,N/A,N/A,2026-05-18
1150513,113,3030,德律,N/A,N/A,N/A,2026-05-18
1150513,113,3031,佰鴻,0.0000%,已完成合併財務報表之母子公司,ISO 14064-1,2026-05-18
1150513,113,3032,偉訓,N/A,N/A,N/A,2026-05-18
1150513,113,3033,威健,N/A,N/A,N/A,2026-05-18
1150513,113,3034,聯詠,14.8900%,母公司,ISO 50001,2026-05-18
1150513,113,3035,智原,7.5000%,僅⺟公司(新⽵營運據點、台北及台南辦公室)為統計邊界,AA1000 (中度保證),2026-05-18
1150513,113,3036,文曄,4.9941%,個體公司及合併報表台灣子公司,N/A,2026-05-18
1150513,113,3037,欣興,N/A,N/A,ISO 50001,2026-05-18
1150513,113,3038,全台,N/A,N/A,N/A,2026-05-18
1150513,113,3040,遠見,N/A,N/A,N/A,2026-05-18
1150513,113,3041,揚智,N/A,N/A,N/A,2026-05-18
1150513,113,3042,晶技,6.9341%,平鎮廠,ISO 50001,2026-05-18
1150513,113,3043,科風,N/A,N/A,N/A,2026-05-18
1150513,113,3044,健鼎,3.9600%,包含合併財務報表之母子公司,ISO 50001,2026-05-18
1150513,113,3045,台灣大,10.2030%,含合併財務報表之母子公司共29家,ISO 50001,2026-05-18
1150513,113,3046,建碁,69.0000%,"含合併財務報表之母子公司
",N/A,2026-05-18
1150513,113,3047,訊舟,N/A,N/A,N/A,2026-05-18
1150513,113,3048,益登,N/A,N/A,N/A,2026-05-18
1150513,113,3049,精金,N/A,N/A,ISO 50001,2026-05-18
1150513,113,3050,鈺德,N/A,N/A,N/A,2026-05-18
1150513,113,3051,力特,N/A,N/A,N/A,2026-05-18
1150513,113,3052,夆典,0.0000%,範圍為企業總部(新北市新民街)辦公處所。,企業總部(新北市新民街)溫室氣體盤查範疇一、範疇二確信項目中包含能源項目的使用量(溫室氣體排放)。,2026-05-18
1150513,113,3054,立萬利,N/A,N/A,N/A,2026-05-18
1150513,113,3055,蔚華科,N/A,N/A,N/A,2026-05-18
1150513,113,3056,富華新,N/A,N/A,N/A,2026-05-18
1150513,113,3057,喬鼎,N/A,N/A,N/A,2026-05-18
1150513,113,3058,立德,8.9800%,集團主要營運據點,N/A,2026-05-18
1150513,113,3059,華晶科,N/A,N/A,N/A,2026-05-18
1150513,113,3060,銘異,N/A,N/A,N/A,2026-05-18
1150513,113,3062,建漢,0.0000%,母公司,N/A,2026-05-18
1150513,113,3090,日電貿,N/A,N/A,N/A,2026-05-18
1150513,113,3092,鴻碩,N/A,N/A,ISO 50001,2026-05-18
1150513,113,3094,聯傑,N/A,N/A,N/A,2026-05-18
1150513,113,3130,一零四,N/A,N/A,N/A,2026-05-18
1150513,113,3138,耀登,8.9000%,母公司,N/A,2026-05-18
1150513,113,3149,正達,N/A,N/A,N/A,2026-05-18
1150513,113,3150,鈺寶-創,N/A,N/A,N/A,2026-05-18
1150513,113,3164,景岳,N/A,N/A,N/A,2026-05-18
1150513,113,3167,大量,N/A,N/A,N/A,2026-05-18
1150513,113,3168,眾福科,N/A,N/A,N/A,2026-05-18
1150513,113,3189,景碩,0.9200%,石磊廠、清華廠、新豐廠、幼獅廠,N/A,2026-05-18
1150513,113,3209,全科,0.0000%,本公司台灣總部、台灣的各點辦公室及物流倉儲。,N/A,2026-05-18
1150513,113,3229,晟鈦,N/A,N/A,N/A,2026-05-18
1150513,113,3231,緯創,70.0200%,包含合併財務報表之母子公司,ISO 50001,2026-05-18
1150513,113,3257,虹冠電,N/A,N/A,N/A,2026-05-18
1150513,113,3266,昇陽,N/A,N/A,N/A,2026-05-18
1150513,113,3296,勝德,N/A,N/A,ISO 50001,2026-05-18
1150513,113,3305,昇貿,N/A,N/A,N/A,2026-05-18
1150513,113,3308,聯德,N/A,N/A,N/A,2026-05-18
1150513,113,3311,閎暉,N/A,N/A,N/A,2026-05-18
1150513,113,3312,弘憶股,N/A,N/A,N/A,2026-05-18
1150513,113,3321,同泰,N/A,N/A,N/A,2026-05-18
1150513,113,3338,泰碩,N/A,N/A,ISO 50001,2026-05-18
1150513,113,3346,麗清,22.6000%,母公司 (中和廠辦及觀音廠 2024.1.1~2024.12.31),再生能源電能收購作業要點,2026-05-18
1150513,113,3356,奇偶,N/A,N/A,N/A,2026-05-18
1150513,113,3376,新日興,N/A,N/A,N/A,2026-05-18
1150513,113,3380,明泰,N/A,N/A,ISO 50001,2026-05-18
1150513,113,3406,玉晶光,N/A,N/A,N/A,2026-05-18
1150513,113,3413,京鼎,N/A,N/A,N/A,2026-05-18
1150513,113,3416,融程電,0.0576%,僅母公司,N/A,2026-05-18
1150513,113,3419,譁裕,N/A,N/A,N/A,2026-05-18
1150513,113,3432,台端,N/A,N/A,N/A,2026-05-18
1150513,113,3437,榮創,N/A,N/A,N/A,2026-05-18
1150513,113,3443,創意,39.0000%,合併財務報表之母子公司,N/A,2026-05-18
1150513,113,3447,展達,20.8400%,合併財務報表之子公司(蘇州工廠、泰國工廠),N/A,2026-05-18
1150513,113,3450,聯鈞,0.0000%,N/A,N/A,2026-05-18
1150513,113,3481,群創,4.6948%,母公司及部分子公司,ISO 50001,2026-05-18
1150513,113,3494,誠研,N/A,N/A,N/A,2026-05-18
1150513,113,3501,維熹,N/A,N/A,N/A,2026-05-18
1150513,113,3504,揚明光,N/A,N/A,N/A,2026-05-18
1150513,113,3515,華擎,N/A,N/A,N/A,2026-05-18
1150513,113,3518,柏騰,N/A,N/A,N/A,2026-05-18
1150513,113,3528,安馳,N/A,N/A,N/A,2026-05-18
1150513,113,3530,晶相光,N/A,N/A,N/A,2026-05-18
1150513,113,3532,台勝科,0.0000%,母公司,N/A,2026-05-18
1150513,113,3533,嘉澤,8.2600%,本公司廣州廠、中山廠、蘇州廠,ISO 50001,2026-05-18
1150513,113,3535,晶彩科,N/A,N/A,N/A,2026-05-18
1150513,113,3543,州巧,0.0855%,"組織邊界為本公司總部暨工廠包括新竹廠,台南廠,蘇州廠,廈門廠",ISO 50001,2026-05-18
1150513,113,3545,敦泰,N/A,N/A,N/A,2026-05-18
1150513,113,3550,聯穎,N/A,N/A,N/A,2026-05-18
1150513,113,3557,嘉威,0.0000%,母公司及大陸子公司,N/A,2026-05-18
1150513,113,3563,牧德,N/A,N/A,N/A,2026-05-18
1150513,113,3576,聯合再生,N/A,N/A,N/A,2026-05-18
1150513,113,3583,辛耘,N/A,N/A,ISO 50001,2026-05-18
1150513,113,3588,通嘉,N/A,N/A,N/A,2026-05-18
1150513,113,3591,艾笛森,8.4300%,母公司及全球生產基地,N/A,2026-05-18
1150513,113,3592,瑞鼎,2.6000%,母公司,N/A,2026-05-18
1150513,113,3593,力銘,N/A,N/A,N/A,2026-05-18
1150513,113,3596,智易,40.0000%,"1.智易科技股份有限公司
2.智同科技股份有限公司
3.仁寶網路資訊(昆山)有限公司
4.Arcadyan Technology (Vietnam) Co., Ltd.
5.上海廣智技術發展有限公司",N/A,2026-05-18
1150513,113,3605,宏致,4.3600%,【母公司】宏致電子股份有限公司、【合併財務報表之(部分)子公司】廣迎新工業股份有限公司、龍翰科技股份有限公司、志展實業股份有限公司、香港商創世紀有限公司台灣分公司、昆山宏致電子有限公司、蘇州市加利斯精密金屬工藝製品有限公司、蘇州龍翰電子有限公司、東莞宏致電子有限公司、東莞奇翰電子有限公司、東莞廣迎五金塑膠製品有限公司、菲律賓龍翰股份有限公司、宏致精密責任有限公司,N/A,2026-05-18
1150513,113,3607,谷崧,N/A,N/A,N/A,2026-05-18
1150513,113,3617,碩天,0.2743%,"母公司、中國及菲律賓部份子公司(東莞市碩擎能源科技有限公司、碩擎能源科技（深圳）有限公司、碩天電源（深圳）有限公司、碩達電子（深圳）有限公司、廣升電子（深圳）有限公司、寧遠縣碩寧電子有限公司、Cyber Power Systems Manufacturing, Inc.與 Phisonic Technology Corporation)",N/A,2026-05-18
1150513,113,3622,洋華,N/A,N/A,N/A,2026-05-18
1150513,113,3645,達邁,1.2447%,母公司,ISO 50001,2026-05-18
1150513,113,3652,精聯,N/A,N/A,N/A,2026-05-18
1150513,113,3653,健策,N/A,N/A,N/A,2026-05-18
1150513,113,3661,世芯-KY,2.0543%,台北及新竹營運據點,"ISO 14064-1:2018
",2026-05-18
1150513,113,3665,貿聯-KY,15.0782%,統計範圍涵蓋集團35個生產據點:昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、台灣台南廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠、印尼巴淡廠。,ISO 50001,2026-05-18
1150513,113,3669,圓展,N/A,N/A,N/A,2026-05-18
1150513,113,3673,TPK-KY,10.7339%,包含合併財務報表之母子公司,ISO 50001,2026-05-18
1150513,113,3679,新至陞,19.4800%,範疇邊界為實質營運地區為台北廠、昆山廠及越南廠,N/A,2026-05-18
1150513,113,3686,達能,N/A,N/A,N/A,2026-05-18
1150513,113,3694,海華,3.0000%,紘華(上海),N/A,2026-05-18
1150513,113,3701,大眾控,3.2477%,"台灣地區: 包含大眾投控(母公司)、大眾電腦、眾晶科技、3CEMS Corp.（Cayman）、攸泰科技、睿剛電訊、廣仁電科
中國大陸地區: 包含廣上科技、才眾電腦
僅才眾電腦 通過ISO 50001驗證",ISO 50001,2026-05-18
1150513,113,3702,大聯大,0.0787%,合併財務報表之母子公司,N/A,2026-05-18
1150513,113,3703,欣陸,3.6259%,母公司及主要營運子公司,"ISO 50001,驗證範圍:鳳山水資源中心、安平水資源中心、臨海水資源中心",2026-05-18
1150513,113,3704,合勤控,N/A,N/A,N/A,2026-05-18
1150513,113,3705,永信,N/A,N/A,N/A,2026-05-18
1150513,113,3706,神達,17.7700%,神達控股股份有限公司 (母公司)，神達電腦股份有限公司，神雲科技股份有限公司，神達數位股份有限公司，昆達電腦科技（昆山）有限公司，璽達信息科技(昆山)有限公司，佛山市順德區順達電腦廠有限公司，MiTAC Information Systems Corp.,AA1000,2026-05-18
1150513,113,3708,上緯投控,6.5000%,已完成合併財務報表之母子公司,N/A,2026-05-18
1150513,113,3711,日月光投控,19.1981%,日月光半導體製造股份有限公司高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、新加坡廠、馬來西亞廠、ISE Labs、矽品精密工業股份有限公司大豐廠、中山廠、中科廠、二林廠、中工廠、新竹廠、彰化廠、蘇州廠、環電股份有限公司南投廠、張江廠、昆山廠、金橋廠、惠州廠、蘇州廠、墨西哥廠、越南廠。,"已取證廠區:
日月光半導體製造股份有限公司高雄廠、中壢廠、上海月芯半導體、矽品精密工業股份有限公司大豐廠、中山廠、中科廠、二林廠、中工廠、新竹廠、彰化廠、蘇州廠、環電股份有限公司南投廠、張江廠、昆山廠、金橋廠、惠州廠、蘇州廠、墨西哥廠、越南廠。",2026-05-18
1150513,113,3712,永崴投控,7.2974%,永崴含子公司:勁永國際股份有限公司、崴強科技股份有限公司、光燿科技股份有限公司及富崴廠、耀崴廠、富康廠、富彰廠、中旋實業有限公司。,N/A,2026-05-18
1150513,113,3714,富采,2.5700%,包含：富采、晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州),ISO 50001,2026-05-18
1150513,113,3715,定穎投控,18.7875%,包含合併財務報表之母子公司,ISO 50001,2026-05-18
1150513,113,3716,中化控股,N/A,N/A,N/A,2026-05-18
1150513,113,4104,佳醫,N/A,N/A,N/A,2026-05-18
1150513,113,4106,雃博,N/A,N/A,N/A,2026-05-18
1150513,113,4108,懷特,N/A,N/A,N/A,2026-05-18
1150513,113,4119,旭富,N/A,N/A,N/A,2026-05-18
1150513,113,4133,亞諾法,N/A,N/A,N/A,2026-05-18
1150513,113,4137,麗豐-KY,N/A,N/A,N/A,2026-05-18
1150513,113,4142,國光生,N/A,N/A,N/A,2026-05-18
1150513,113,4148,全宇生技-KY,N/A,N/A,N/A,2026-05-18
1150513,113,4155,訊映,N/A,N/A,N/A,2026-05-18
1150513,113,4164,承業醫,N/A,N/A,N/A,2026-05-18
1150513,113,4190,佐登-KY,70.0000%,佐登妮絲嘉義生技園區,N/A,2026-05-18
1150513,113,4306,炎洲,N/A,彰化薄膜二廠,ISO 50001,2026-05-18
1150513,113,4414,如興,N/A,N/A,N/A,2026-05-18
1150513,113,4426,利勤,N/A,N/A,ISO 50001,2026-05-18
1150513,113,4438,廣越,33.7851%,10個營業據點 台灣地區(台灣內湖總部、台北尚弘、台北金漢)和中國廠區（嘉興廠、沭陽廠）與越南廠區（古芝廠、前江廠、隆安廠、越南金漢廠、越南金鴻廠）,N/A,2026-05-18
1150513,113,4439,冠星-KY,65.4281%,TOP SPORTS TEXTILE LTD.,EMeRet,2026-05-18
1150513,113,4440,宜新實業,3.0000%,彰化廠,N/A,2026-05-18
1150513,113,4526,東台,N/A,N/A,ISO 50001,2026-05-18
1150513,113,4532,瑞智,N/A,N/A,ISO 50001,2026-05-18
1150513,113,4536,拓凱,N/A,N/A,N/A,2026-05-18
1150513,113,4540,全球傳動,0.2900%,全球傳動樹林廠,N/A,2026-05-18
1150513,113,4545,銘鈺,N/A,N/A,N/A,2026-05-18
1150513,113,4551,智伸科,N/A,N/A,N/A,2026-05-18
1150513,113,4552,力達-KY,N/A,N/A,N/A,2026-05-18
1150513,113,4555,氣立,N/A,N/A,N/A,2026-05-18
1150513,113,4557,永新-KY,2.9890%,廈門永裕、福州新信、台灣分公司,N/A,2026-05-18
1150513,113,4560,強信-KY,N/A,N/A,ISO 50001,2026-05-18
1150513,113,4562,穎漢,N/A,N/A,N/A,2026-05-18
1150513,113,4564,元翎,N/A,N/A,N/A,2026-05-18
1150513,113,4566,時碩工業,5.0000%,母公司及包含子公司時碩科技股份有限公司、時碩科技(無錫)有限公司、時碩科技(西安)有限公司。,N/A,2026-05-18
1150513,113,4569,六方科-KY,0.0000%,"本公司及主要營運據點之子公司Global-Thaixon Precision Industry Co., Ltd.及Thaixon Tech Co., Ltd.。",ISO 50001,2026-05-18
1150513,113,4571,鈞興-KY,0.0000%,合併財務報表之母子公司,N/A,2026-05-18
1150513,113,4572,駐龍,N/A,N/A,N/A,2026-05-18
1150513,113,4576,大銀微系統,N/A,N/A,ISO 50001,2026-05-18
1150513,113,4581,光隆精密-KY,N/A,N/A,N/A,2026-05-18
1150513,113,4583,台灣精銳,N/A,N/A,N/A,2026-05-18
1150513,113,4588,玖鼎電力,N/A,N/A,N/A,2026-05-18
1150513,113,4720,德淵,0.0040%,桃園廠,ISO 50001,2026-05-18
1150513,113,4722,國精化,N/A,N/A,N/A,2026-05-18
1150513,113,4736,泰博,N/A,N/A,N/A,2026-05-18
1150513,113,4737,華廣,N/A,N/A,N/A,2026-05-18
1150513,113,4739,康普,2.8000%,"康普,天弘,恆誼",N/A,2026-05-18
1150513,113,4746,台耀,0.7323%,母公司,N/A,2026-05-18
1150513,113,4755,三福化,N/A,N/A,ISO 50001,2026-05-18
1150513,113,4763,材料-KY,0.1800%,合併財務報表之子公司(濟南大自然新材料有限公司及阿斯泰克(山東)環保纖維有限公司),ISO 50001,2026-05-18
1150513,113,4764,雙鍵,0.0000%,母公司,N/A,2026-05-18
1150513,113,4766,南寶,1.6033%,母公司及部分子公司(佛山南寶、佛山高盛高新、東莞南寶、東莞佳勤、福清南寶、昆山南寶、越南南寶、越南大登及越南寧平、越南NNV、印尼南寶及泰國南寶)。,N/A,2026-05-18
1150513,113,4770,上品,N/A,N/A,N/A,2026-05-18
1150513,113,4771,望隼,N/A,N/A,N/A,2026-05-18
1150513,113,4807,日成-KY,30.0000%,"Regal Jewelry Manufacture Co., Ltd.","ISO 50001,Thailand Greenhouse Gas Management Organization     ",2026-05-18
1150513,113,4904,遠傳,2.5119%,已完成合併財務報表之母子公司,ISO 50001,2026-05-18
1150513,113,4906,正文,2.1000%,正文科技台灣總部及越南正文廠,ISO 50001,2026-05-18
1150513,113,4912,聯德控股-KY,10.8800%,"1.聯德控股股份有限公司
2.聯德精密材料(中國)股份有限公司
3.聯德電子科技(常熟)有限公司
4.昆山聯德滑軌科技有限公司)",ISO 50001,2026-05-18
1150513,113,4915,致伸,53.2239%,母公司與主要生產基地,ISO 50001,2026-05-18
1150513,113,4916,事欣科,N/A,N/A,N/A,2026-05-18
1150513,113,4919,新唐,1.3647%,母公司,ISO 50001,2026-05-18
1150513,113,4927,泰鼎-KY,3.0760%,合併財務報告子公司,N/A,2026-05-18
1150513,113,4930,燦星網,N/A,N/A,N/A,2026-05-18
1150513,113,4934,太極,2.3226%,母公司及越南子公司,N/A,2026-05-18
1150513,113,4935,茂林-KY,0.0000%,母公司及台灣廠區,N/A,2026-05-18
1150513,113,4938,和碩,55.6977%,"ISO 50001驗證範疇：PEGATRON Czech s.r.o.、和碩聯合科技股份有限公司桃園廠、名碩電腦(蘇州)有限公司、旭碩科技(重慶)有限公司、PEGATRON VIETNAM COMPANY LIMITED

再生能源使用率計算範疇：和碩全集團
",ISO 50001,2026-05-18
1150513,113,4942,嘉彰,N/A,N/A,N/A,2026-05-18
1150513,113,4943,康控-KY,N/A,N/A,N/A,2026-05-18
1150513,113,4949,有成精密,N/A,N/A,ISO 50001,2026-05-18
1150513,113,4952,凌通,N/A,N/A,N/A,2026-05-18
1150513,113,4956,光鋐,N/A,N/A,N/A,2026-05-18
1150513,113,4958,臻鼎-KY,50.0000%,包含合併財務報表之母子公司,ISO 50001,2026-05-18
1150513,113,4960,誠美材,2.3199%,母公司,ISO 50001,2026-05-18
1150513,113,4961,天鈺,0.0000%,合併財務報夠之母子公司,N/A,2026-05-18
1150513,113,4967,十銓,N/A,N/A,N/A,2026-05-18
1150513,113,4968,立積,0.6075%,母公司,N/A,2026-05-18
1150513,113,4976,佳凌,N/A,N/A,N/A,2026-05-18
1150513,113,4977,眾達-KY,N/A,N/A,N/A,2026-05-18
1150513,113,4989,榮科,1.2200%,請確認,"ISO 50001,請確認",2026-05-18
1150513,113,4994,傳奇,N/A,N/A,N/A,2026-05-18
1150513,113,4999,鑫禾,N/A,N/A,N/A,2026-05-18
1150513,113,5007,三星,1.2147%,母公司,ISO 50001,2026-05-18
1150513,113,5203,訊連,N/A,N/A,N/A,2026-05-18
1150513,113,5215,科嘉-KY,N/A,N/A,N/A,2026-05-18
1150513,113,5222,全訊,N/A,N/A,N/A,2026-05-18
1150513,113,5225,東科-KY,4.0452%,東聲惠州及越南EAVN,ISO 50001,2026-05-18
1150513,113,5234,達興材料,0.9000%,包含合併財務報表之母子公司,N/A,2026-05-18
1150513,113,5243,乙盛-KY,26.4300%,昆山乙盛機械工業有限公司,N/A,2026-05-18
1150513,113,5244,弘凱,N/A,N/A,N/A,2026-05-18
1150513,113,5258,虹堡,N/A,N/A,N/A,2026-05-18
1150513,113,5269,祥碩,N/A,N/A,N/A,2026-05-18
1150513,113,5283,禾聯碩,N/A,N/A,N/A,2026-05-18
1150513,113,5284,jpp-KY,0.2300%,Jinpao Soi 11 + 12 廠區,N/A,2026-05-18
1150513,113,5285,界霖,N/A,N/A,N/A,2026-05-18
1150513,113,5288,豐祥-KY,0.0000%,主要營運孫公司台灣豐祥及越南VPIC1,ISO 50001,2026-05-18
1150513,113,5292,華懋,N/A,N/A,N/A,2026-05-18
1150513,113,5306,桂盟,42.6100%,桂盟國際股份有限公司、桂盟企業股份有限公司、科恩斯工業股份有限公司、桂盟鏈條(深圳)有限公司、超匯桂盟傳動(天津)有限公司、超匯桂盟傳動(蘇州)有限公司、深圳市科恩斯汽車零配件有限公司、桂盟鏈條(越南)責任有限公司,N/A,2026-05-18
1150513,113,5388,中磊,11.3045%,母公司（台北總部、竹南製造中心）以及蘇州、菲律賓製造中心,ISO 50001,2026-05-18
1150513,113,5434,崇越,4.7000%,母公司,N/A,2026-05-18
1150513,113,5469,瀚宇博,N/A,N/A,ISO 50001,2026-05-18
1150513,113,5471,松翰,N/A,N/A,N/A,2026-05-18
1150513,113,5484,慧友,N/A,N/A,N/A,2026-05-18
1150513,113,5515,建國,N/A,N/A,N/A,2026-05-18
1150513,113,5519,隆大,N/A,N/A,N/A,2026-05-18
1150513,113,5521,工信,N/A,N/A,N/A,2026-05-18
1150513,113,5522,遠雄,N/A,N/A,N/A,2026-05-18
1150513,113,5525,順天,N/A,N/A,N/A,2026-05-18
1150513,113,5531,鄉林,N/A,N/A,N/A,2026-05-18
1150513,113,5533,皇鼎,N/A,N/A,N/A,2026-05-18
1150513,113,5534,長虹,N/A,N/A,N/A,2026-05-18
1150513,113,5538,東明-KY,13.0000%,開曼東明、岡山東穎、Tongwin、浙江東明及浙江東和,ISO 50001,2026-05-18
1150513,113,5546,永固-KY,N/A,N/A,N/A,2026-05-18
1150513,113,5607,遠雄港,N/A,N/A,N/A,2026-05-18
1150513,113,5608,四維航,N/A,N/A,N/A,2026-05-18
1150513,113,5706,鳳凰,N/A,N/A,N/A,2026-05-18
1150513,113,5871,中租-KY,10.2060%,台灣地區,ISO 50001,2026-05-18
1150513,113,5876,上海商銀,8.8100%,本行在臺灣地區之營業據點、海外分行及海外辦事處,ISO 50001,2026-05-18
1150513,113,5880,合庫金,19.9400%,"配合政府2050淨零排放，推動能源轉型政策，合庫銀行17處據點已完成設置太陽能板發電系統，實際總發電量達484,618度，減少的碳排放量約229.71公噸CO2e，相當於0.59座大安森林公園的年吸碳量，另4處據點太陽能板發電系統建置中，累積共21處據點建置太陽能板發電系統，預估年發電量約達86.13萬度。
全集團採購2,446.47萬度再生能源，2024 年綠電已轉供計793.41萬度，且已取得7,965張再生能源憑證，可減少碳排放量約3,760.74公噸CO2e，相當於9.73座大安森林公園的年吸碳量，未來持續響應國家淨零排放政策，逐步提高再生能源使用比重。",ISO 50001,2026-05-18
1150513,113,5906,台南-KY,N/A,N/A,N/A,2026-05-18
1150513,113,5907,大洋-KY,N/A,N/A,N/A,2026-05-18
1150513,113,6005,群益證,N/A,N/A,ISO 50001,2026-05-18
1150513,113,6024,群益期,N/A,N/A,N/A,2026-05-18
1150513,113,6108,競國,N/A,N/A,N/A,2026-05-18
1150513,113,6112,邁達特,1.7933%,邁達特及子公司啟迪、逐鹿、聚上雲,N/A,2026-05-18
1150513,113,6115,鎰勝,N/A,N/A,N/A,2026-05-18
1150513,113,6116,彩晶,2.4585%,母公司,ISO 50001,2026-05-18
1150513,113,6117,迎廣,N/A,N/A,ISO 50001,2026-05-18
1150513,113,6120,達運,8.0252%,已完成合併財務報表之母子公司,ISO 50001,2026-05-18
1150513,113,6128,上福,N/A,N/A,N/A,2026-05-18
1150513,113,6133,金橋,N/A,N/A,N/A,2026-05-18
1150513,113,6136,富爾特,N/A,N/A,N/A,2026-05-18
1150513,113,6139,亞翔,N/A,N/A,N/A,2026-05-18
