出表日期,報告年度,公司代號,公司名稱,重大事件之風險管理政策,與使用關鍵材料相關的風險管理之描述,date
1150513,113,1598,岱宇,"在經營管理的過程中，對於可能發生的風險進行預防與控管，並制定相關預警措施。並依重大性原則進行與公司營運相關之環境、社會、公司治理及資訊安全議題的風險評估，並作為本公司風險管理及營運策略之參考。
【風險管理政策】
本公司訂有風險管理實務守則以作為本公司風險管理之指導原則；本公司每年定期由永續發委員會下之ESG 執行小組彙整收集資訊，提出風險管理目標，配合ISO14001及ISO45001之要求對各單位進行監測潛在風險及實行預防措施，並針對各項風險擬定風險管理因應對策，以強化風險管理，以有效辨識、衡量，及控制本公司之各項風險，將因業務活動所產生的風險控制在可接受的範圍。
環境議題
本公司訂定相關因應程序，以回應與本公司業種相關環境管理議題，主要目標為降低及預防環境造成之衝擊。本公司訂定相關環境管理辦法如下：
環境議題 因應辦法
資源回收及廢棄物管理 廢棄物及可回收物管理程序
預防汙染和節約資源 環境運行管理程序
有害物質管理 環境有害物質管理程序
水資源管理 廢水、廠界雜訊管理程序
能源消耗和溫室氣排放 能源消耗和溫室氣體排放管理程序

因應氣候變遷對於企業營運的衝擊，故本公司將氣候變遷及有害物質汙染列為主要風險項目後，分別訂定能源消耗和溫室氣體排放管理程序、環境有害物質管理程序及供應商/分包商管理程序，並定期向董事會及企業社會管理委員會報告。本公司各部門針對氣候變遷進行業務盤點及風險辨識，包含因極端氣候造成直接或間接衝擊造成之風險與機會進行分析，並依據風險管理策略計畫作為因應氣候變遷行動的核心，據以估算管理成本及財務衝擊。透過前述收集之資料，來強化公司針對氣候變遷之治理，並有系統性的評估財務關聯性，以降低風險並掌握商機。
風險因子 風險描述 岱宇對應策略與目標
溫室氣體減量與碳定價 依循國內主管機關因應氣候變遷設立之減碳目標，公司需進行碳盤查及減碳規劃。此外，政府推動碳定價機制，公司超量碳排放將會產生罰款，額外增加營運成本。 為因應全球碳定價機制，岱宇已開始執行ISO 14064-1溫室氣體盤查。後續岱宇將鑑別排放熱點，規劃減碳計畫。
客戶偏好改變 因應全球或地區性的永續意識抬昇，客戶偏好選用低碳或對環境衝擊較低之產品，產品若不符合消費需求可能遭到市場淘汰。 岱宇跟隨全球節能減碳趨勢，開發製造符合消費者需求的綠色能源產品－電動輔助自行車，並評估該產品使用可回收原料製造，未來亦將全力提升綠色能源產品之營收占比。

另外，減少能源消耗及資源有效合理使用，亦能減少使用有害物質，減少對環境汙染衝擊。

社會議題
社會議題方面，員工安全與健康之工作環境為本公司首重之目標，為確保員工身心健康及加強職場環境安全性，訂有《社會責任管理手冊》加以規範，並透過員工健康檢查、消防演習、教育訓練課程等宣導職場安全及重視員工身心健康。

公司治理議題
公司治理議題方面，本公司避免因違反主管機關法令危害公司聲譽，故本公司成立審計委員會、薪資報酬委員會、企業永續發展委員會及提名委員會且設立公司治理主管一職共同監督公司有無遵守相關法令之規範，落實公司治理。

資訊安全議題
資訊安全管理策略主軸聚焦資訊安全治理、法令遵循及科技運用三個面向來進行，從制度到科技，從人員到組織，全面性提升資訊安全防護能力。
有鑑於目前資訊安全新興趨勢，如 DDoS（Distributed Denial of Service）攻擊、勒索軟體、社交工程攻擊、偽冒網站等，每年與國際資訊安全廠商交流，透過專案的合作，定期關注資訊安全議題並規劃因應計畫，針對不同情境，進行DDoS、ATM 等攻防演練，強化處理人員的應變能力，以期能在第一時間即偵測到並完成阻擋。",本公司訂有風險管理實務守則，主要旨在透過完善的風險管理架構，考量可能影響企業目標達成之各類風險加以管理，並透過將風險管理融入營運活動及日常管理過程。,2026-05-15
1150513,113,1603,華電,N/A,N/A,2026-05-15
1150513,113,1604,聲寶,N/A,N/A,2026-05-15
1150513,113,1605,華新,"本公司每年持續鑑別和評估可能面臨的各類風險，針對各項風險制定適當的風險管理策略，涵蓋管理目標、組織架構、權責歸屬、管理程序等機制並落實執行。
依重大性原則、公司業務及經營特性進行風險辨識、分析與評量，提出因應對策並採取適當之控制作業，監督與審查執行成果，以降低風險發生的可能性和負面影響，有效管理與減緩風險帶來的衝擊。","供應商管理：審慎評估並積極開發新料源，避免被少數供應商壟斷。
庫存量管理：建立安全庫存，並保留部份用量做現貨採購， 以彈性應變生產需求。
藉由商情蒐集或市調，了解市況提前因應。
原料價格風險管理:對公司原料相關之營運活動等進行市 場風險管理,目標為通過將市場風險控制在企業可以(或願意)承受之合理範圍內，實現經風險調整後之收益率最大化。",2026-05-15
1150513,113,1608,華榮,N/A,N/A,2026-05-15
1150513,113,1609,大亞,經濟&公司治理面:1.因應政府2050年淨零排碳的政策，以負責任的方式開發再生能源案場及儲能案場。2.創新求變是驅動成長的動力，時時內化自省、主動尋求機會，積極面對挑戰、順應時代變化，以前瞻思維推動產業前進。3.落實供應鏈碳管理，要求供應商降低溫室氣體排放、減緩氣候變遷，以促進供應鏈低碳轉型。環境面:1.貫徹政府能源法令及客戶要求、灌輸員工能源認知、進行綠色採購、落實目標管理、持續改善；並持續提升再生能源使用。2.以2021年為基準年，於2050年達到範疇一及範疇二溫室氣體排放量淨零；並於2030到減量40%。社會面:承諾建立良好的雇主品牌，提供具競爭力的薪資福利、照顧員工職涯發展與成長機會、促進職場多元共榮、營造友善健康的工作環境。,落實供應鏈碳管理，要求供應商降低溫室氣體排放、減緩氣候變遷，以促進供應鏈低碳轉型。,2026-05-15
1150513,113,1611,中電,N/A,N/A,2026-05-15
1150513,113,1612,宏泰,本公司2022年訂定「風險管理政策與程序辦法」，並經董事會通過，作為本公司風險管理之最高指導原則；透過風險治理與管理架構，使風險管理與公司之策略、目標產生連結，並經由各單位之參與，將風險管理意識融入至日常決策及營運活動中，推動全方位的企業風險管理文化。,不適用,2026-05-15
1150513,113,1614,三洋電,N/A,N/A,2026-05-15
1150513,113,1616,億泰,N/A,N/A,2026-05-15
1150513,113,1617,榮星,N/A,N/A,2026-05-15
1150513,113,1618,合機,本公司建立完備的內部控制制度，確保有效執行及定期檢討，自2022年起積極推動落實風險管理機制，訂定「風險管理政策與程序」，依據各項風險發生可能性及影響重大性，評估可能造成的後果及影響，並針對潛在風險，制訂管理政策與預防措施，隨時視內外部營運環境變化進行檢討及調整。各權責單位針對所負責業務範圍，依內外部環境及局勢變化進行評估及調整，識別會影響公司營運的潛在風險，並視風險衝擊程度，不定期彙報予總經理及總經理室，如有必要，則提交修正意見予董事會討論，降低風險危害之可能衝擊。,1.依接單、排程狀況及廠商貨源供應情形調整安全庫存。2.避免單一地區採購藉以分散貨源風險，降低貨源不足或國際價格變化的衝擊。3.開發供應商及可替代料，彈性應變生產需求。,2026-05-15
1150513,113,1626,艾美特-KY,N/A,N/A,2026-05-15
1150513,113,1702,南僑,N/A,N/A,2026-05-15
1150513,113,1707,葡萄王,N/A,N/A,2026-05-15
1150513,113,1708,東鹼,N/A,N/A,2026-05-15
1150513,113,1709,和益,"本公司已於2022 年5 月12 日修訂原「企業社會責任實務守則」為「永續發展實務守則」及增修條文，以及2024 年11 月8 日通過永續資訊之管理內部控制制度；依重大性原則，進行與公司營運相關之環境、社會、公司治理議題及氣候變遷風險之評估，並訂定相關風險管理策略，由各部門進行事前防範，以減少因風險所帶來的可能影響，並以內部控制作業進行日常資訊蒐集、評估、處理及監控可能影響本公司之潛在風險。
詳細請參閱本公司113年年報第47-50頁之說明。","本公司進貨以其主要銷售產品之原料－苯、正烷烴、正烯烴、四聚丙烯、三聚丙烯、酚及石油樹脂為主。
由於其產業特性，部分國家之石油化學工業皆由國營，以利垂直整合上中下游供應鏈，確保上下游原料之供給不虞缺乏；而台灣國內油品市場早期亦由國家經營，在民營化趨勢下，才逐漸轉由民間接手管理，但目前國內油品市場仍屬寡占局面。在此背景下，本公司仍積極提高其他供應商之進貨比例，並努力拓展更多元的供應來源。113 年度本公司主要供應商之占比較112 年有所下降，降低對單一來源之依賴，進一步強化供應鏈穩定性。
詳細請參閱113年年報第97頁之說明。",2026-05-15
1150513,113,1710,東聯,N/A,N/A,2026-05-15
1150513,113,1711,永光,"本公司體認全球環境瞬息萬變，為降低總體營運風險，保障股東權益，特訂定風險管理政策為：
實施風險管理．確保永續經營
並採取以下策略：
1. 建立集團營運之風險管理制度。
2. 實施教育訓練，強化全員風險意識。
3. 洞悉經營環境變動趨勢。
4. 遵守國際產品安全規範。
5. 確保工業安全及環境保護。",N/A,2026-05-15
1150513,113,1712,興農,N/A,N/A,2026-05-15
1150513,113,1713,國化,"風險項目	說明
財務風險		主要目標為管理營運活動相關之市場、信用以及流動性風險。
	公司依相關規範建立適當之政策、程序以及內部控制。
	重要財務活動必須要經董事依相關規範建立適當之政策、程序以及內部控制。
策略風險		內部控制制度有其先天限制，不論設計如何完善，有效之內部控制制度亦僅能對上述三項目標之達成提供合理的確信。
	由於環境、情況之改變，內部控制制度之有效性可能隨之改變。惟本公司之內部控制制度設有自我監督之機制，缺失一經辨認，本公司即採取更正之行動。
",N/A,2026-05-15
1150513,113,1714,和桐,N/A,N/A,2026-05-15
1150513,113,1717,長興,N/A,N/A,2026-05-15
1150513,113,1718,中纖,N/A,N/A,2026-05-15
1150513,113,1720,生達,N/A,N/A,2026-05-15
1150513,113,1721,三晃,本公司參照台灣證券交易所「上市上櫃公司風險管理實務守則」及金融監督管理委員會所發布「公開發行公司建立內部控制制度處理準則」相關規定本公司之風險管理辦法，以強化風險管理制度。本公司之風險評估依據重大性評估流程，鑑別出與環境、社會及治理等重大性議題，依據評估後之風險，訂定相關風險管理政策或策略。請參考年報第32頁。,N/A,2026-05-15
