出表日期,證券代號,券商(證券IB)簡稱,登記資本額（仟元）,實收資本額（仟元）,指撥營運金（仟元）,營利事業統一編號,變更日期,區域代碼,融資融券開辦日期,設立日期,開業日期,電話,傳真,交割金融機構,交割專戶帳號,違約專戶,錯帳專戶帳號,權證履約專戶帳號,代辦交割證券商(證券IB)代號,營業保證金保管銀行,發行狀況,業務種類,負責人,總經理,營業部經理,財務部經理,行政部門地址,營業處所－經,營業處所－經代表號,營業廳,營業處所－自,營業處所－自代表號,營業處所－承,營業處所－承代表號,股務代理商地址,備註,營業項目1,營業項目2,營業項目3,營業項目4,營業項目5,營業項目6,營業項目7,營業項目8,營業項目9,營業項目10,營業項目11,營業項目12,營業項目13,營業項目14,營業項目15,營業項目16,營業項目17,營業項目18,營業項目19,營業項目20,營業項目21,營業項目22,營業項目23,營業項目24,營業項目25,營業項目26,營業項目27,營業項目28,營業項目29,營業項目30,營業項目31,date
1150504,9A00,永豐金,19000000,16892430,0,23113343,1141030,2　台北市,800424,771011,771108,02-2311-4345,02-2311-2220,永豐商業銀行城中分行,12600100386717,884E--453022,13894,12600100386635,9200凱基9100群益金鼎,永豐商業銀行信託部,公開發行,經紀、自營、承銷,朱士廷,蘇威嘉,,,台北市重慶南路1段2號7樓、18樓、19樓部分及20樓與台北市博愛路57號1樓,台北市重慶南路1段2號7樓、18樓、19樓部分及20樓與台北市博愛路57號1樓,台北市重慶南路1段2號7樓、18樓及20樓,台北市重慶南路1段2號7樓,台北市重慶南路1段2號17樓部分及19樓部分、新北市板橋區文化路2段293號14樓及新北市板橋區縣民大道2段68號12樓,新北市板橋區縣民大道2段68號12樓,臺北市重慶南路1段2號17樓部分及19樓部分,臺北市重慶南路1段2號17樓部分及19樓部分,台北市博愛路17號3樓,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,106--受託買賣外國有價證券,118--代理買賣(外國債券),119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,131--受託買賣外國有價證券(高資產客戶),151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,153--擔任境外華僑及外國人之保管機構,184--國際證券業務-辦理外幣有價證券之行紀、居間及代理業務(高資產客戶),201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,215--在其營業處所自行買賣各類債券(高資產客戶),283--國際證券業務-辦理外幣有價證券或其他外幣金融商品之買賣(高資產客戶),301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),501--短期票券之經紀業務,502--短期票券之自營業務,601--證券投資顧問事業(H304011),701--期貨商(H401011),702--期貨交易輔助人(H408011),703--期貨顧問業務(H405011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,999--其他經本會核准業務(務必點選),2026-05-17
1150504,9B00,台新,10000000,25054071,0,23534956,1150402,2　台北市,990510,790115,790604,02-2181-5888,02-2523-2016,台新商業銀行營業部,20010100005678,9268--903694,448,20010100005577,5050大展6480福邦,台新商業銀行信託部,公開發行,經紀、自營、承銷,,陳立國,,,台北市建國北路1段96號11、13樓,台北市中山北路二段44號2樓部分、8樓部分,台北市中山北路二段44號2樓部分,台北市中山北路二段44號2樓,台北市建國北路1段96號12樓部分及台北市中山北路二段44號2樓部分,台北市建國北路1段96號12樓部分,台北市建國北路1段96號12樓部分,台北市建國北路1段96號12樓部分,台北市建國北路1段96號地下一樓,東興證券更名為台新綜合證券,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,107--受託買賣外國有價證券(複委託),119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,129--經營股權性質群眾募資業務,151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,154--財富管理業務-以信託方式接受客戶執行資產配置(高資產客戶),201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),701--期貨商(H401011),702--期貨交易輔助人(H408011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,999--其他經本會核准業務(務必點選),,,,,,,,,2026-05-17
1150504,1020,合庫,3000000,5206132,0,53021481,1140210,2　台北市,1001202,1001202,1001202,02-27528000,02-27526060,合作金庫商業銀行東台北分行,0796717078399,1030--630106,15155,0796717080610,1030土銀1110台灣企銀,華南銀行信託部,,經紀、自營、承銷,袁中越,翁國梁,,,台北市松山區長安東路二段225號5樓、6樓；台&#63843;市中山區南京東&#63799;二段85、87號7&#63820;(部分),台北市大安區忠孝東路四段285號1樓(部分),台北市大安區忠孝東路四段285號1樓(部分),台北市大安區忠孝東路四段285號1樓(部分),台北市松山區長安東路二段225號5樓,台北市松山區長安東路二段225號5樓,台北市松山區長安東路二段225號5樓(部分),台北市松山區長安東路二段225號5樓(部分),,該公司於100年12月2日分割設立完成,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,107--受託買賣外國有價證券(複委託),119--有價證券借貸(除中央登錄公債外),121--經營不限用途款項借貸業務,123--有價證券借貸-限中央登錄公債,129--經營股權性質群眾募資業務,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,701--期貨商(H401011),702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,2026-05-17
1150504,1030,土銀,50000000,86200000,2000000,25617024,1131106,2　台北市,800710,350901,510209,02-23483948,02-23310764,土銀營業部,345-001-65888-1,1020--71814,510705,345001665917,1020合庫1110台灣企銀,合作金庫信託部,公開發行,經紀、自營、承銷,何英明,張志堅,,,,台北市延平南路八十一號,台北市延平南路八十一號,台北市延平南路八十一號,台北市懷寧街五十三號二樓,台北市懷寧街五十三號二樓,台北市延平南路八十一號,台北市延平南路八十一號,台北市延平南路八十一號,非公開發行,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,203--自行買賣政府債券,301--承銷有價證券,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,1040,臺銀證券,3000000,3000000,0,28428390,1140210,2　台北市,970102,970102,970102,02-23882188,02-23822045,臺灣銀行營業部,004003001264929,1110--3050001,8139,0,888A國泰-館前102C合庫-自強,台灣企銀信託部,公開發行,經紀、自營、承銷,李樹森,張正康,,,台北市重慶南路1段58號9樓,台北市重慶南路1段58號4樓、5樓部分,台北市重慶南路1段58號4樓,台北市重慶南路1段58號4樓,台北市重慶南路1段58號6樓部分及8樓部分,台北市重慶南路1段58號8樓部分,台北市重慶南路1段58號6樓部分,台北市重慶南路1段58號6樓部分,台北市重慶南路1段58號4樓、5樓部分,原臺銀證券業務部門於97.1.2分割設立,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,121--經營不限用途款項借貸業務,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,301--承銷有價證券,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,1110,台灣企銀,130000000,97180618,2200000,14329223,1140930,2　台北市,820816,650701,650701,02-25597171,02-27314281,台灣企銀證券部,01012238211,5510--76668,10015,01012238191,1030土銀1020合庫,臺灣土地銀行信託部,上市,經自,李嘉祥,李國忠,,,,台北市塔城街30號4樓,台北市塔城街30號4樓,台北市塔城街30號4樓,台北市塔城街30號1、5樓,台北市塔城街30號1、5樓,,,台北市塔城街30號4樓,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,209--在其營業處所自行買賣各種債券及證券化商品,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,1230,彰銀,80000000,112057583,2000000,36504700,1141028,2　台北市,800814,630413,630413,02-23619654,02-23113726,彰化商業銀行股份有限公司,30100108339320,888A--88082,3274,30100108339330,538C第一金-光復9359華南永昌-中正,台灣銀行信託部,上市,經紀、自營、承銷,胡光華,簡志光,,,,台北市衡陽路68號3樓,台北市衡陽路68號3樓,台北市衡陽路68號3樓,台北市中山北路2段57號5樓部分,台北市中山北路2段57號5樓部分,台北市中山北路2段57號5樓部分及8樓部分,台北市中山北路2段57號5樓部分,台北市衡陽路68號3樓,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,204--在其營業處所自行買賣政府債券,209--在其營業處所自行買賣各種債券及證券化商品,215--在其營業處所自行買賣各類債券(高資產客戶),283--國際證券業務-辦理外幣有價證券或其他外幣金融商品之買賣(高資產客戶),301--承銷有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,1260,宏遠,6000000,3915817,0,03027502,1141030,2　台北市,0,501208,510209,02-27008899,02-27849633,世華銀行營業部,01030983889,984K--1174031,38387,0,779Z國票-安和9291凱基-大安,世華銀行信託部,上櫃,經紀、自營、承銷,姜克勤,林禎民,,,台北市信義路4段236號3至5樓及7樓,台北市信義路4段236號4樓部分、5樓部分、7樓部分及台北市信義路五段7號46樓之1部分,台北市信義路4段236號4樓,台北市信義路4段236號4樓部分,台北市信義路4段236號3樓部分及5樓部分,台北市信義路4段236號5樓,台北市信義路4段236號3樓部分,台北市信義路4段236號3樓,台北市信義路4段236號3樓部分,"890502總公司與信義分公司1268互調,891201自辦融資融券停止",101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,107--受託買賣外國有價證券(複委託),119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,123--有價證券借貸-限中央登錄公債,151--財富管理業務--顧問諮詢或金融商品銷售服務,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),701--期貨商(H401011),703--期貨顧問業務(H405011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,2026-05-17
1150504,1360,港商麥格理,0,0,0,89407381,1131021,2　台北市,0,841216,850325,02-27347500,02-87721497,匯豐(台灣)商業銀行,001601392033,1210--600590,11,001601392034,9800元大1650新加坡商瑞銀,一銀信託部,,經紀、承銷,,柳志達,,,台北市復興南路1段2號5樓及5樓之1,台北市復興南路1段2號5樓及5樓之1,台北市復興南路1段2號5樓及5樓之1,台北市復興南路1段2號5樓及5樓之1,,,台北市復興南路1段2號5樓,台北市復興南路1段2號5樓部分,台北市復興南路1段2號5樓及5樓之1,,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),112--受託買賣外國有價證券(不接受客戶當面委託免設營業廳),301--承銷有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,1440,美林,3600000,3600000,0,28438670,1130614,2　台北市,0,970901,970901,02-23763766,02-23763740,匯豐銀行,001091511031,527U--301084,12,001091511032,9100群益金鼎9600富邦,匯豐銀行,,經紀、承銷,鄭勝榮,陳守輝,,,台北市信義路五段7號48樓部分及48樓之1部分,台北市信義路五段7號48樓部分及48樓之1部分,台北市信義路五段7號48樓部分及48樓之1部分,台北市信義路五段7號48樓部分,,,台北市信義路五段7號48樓(部分),台北市信義路五段7號48樓(部分),,美商美林分割設立，970830分割基準日,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),301--承銷有價證券,701--期貨商(H401011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,1470,台灣摩根士丹利,3608210,3928210,0,27946368,1140325,2　台北市,0,951002,951002,02-27302888,02-27302990,中國信託商業銀行敦南分行,163118278810,9676--533944,11,,9600富邦5510,中國信託商業銀行,,經紀、承銷,李迎春,謝嘉豪,,,臺北市信義區信義路5段7號83樓及83樓之1(A/C/D/E室),臺北市信義區信義路5段7號83樓,臺北市信義區信義路5段7號83樓,無,,,臺北市信義區信義路5段7號83樓A室部分,臺北市信義區信義路5段7號83樓,臺北市信義區信義路5段7號83樓,,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),112--受託買賣外國有價證券(不接受客戶當面委託免設營業廳),301--承銷有價證券,701--期貨商(H401011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,1480,美商高盛,0,0,0,70753158,1061108,2　台北市,0,881026,890717,02-27304000,02-27304204,香港商匯豐台北分行,001450006035,9887--1264263,14,00000000,9800元大9676富邦-仁愛,花旗銀行台北分行,,經紀、承銷,,柳志華,,,台北市敦化南路2段207號11樓,台北市敦化南路2段207號11樓,台北市敦化南路2段207號11樓,台北市敦化南路2段207號11樓,,,台北市敦化南路2段207號11樓,台北市敦化南路2段207號11樓,台北市敦化南路2段207號11樓,美商高盛亞洲證券有限公司台北分公司,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),112--受託買賣外國有價證券(不接受客戶當面委託免設營業廳),301--承銷有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,1560,港商野村,0,0,0,27246098,1100816,2　台北市,0,931119,940401,02-21769999,02-21769900,花旗(台灣)商業銀行,021001800005439931029,9871--817300,15,2100185439931053,9200凱基9871元大-忠孝,美商花旗銀行台北分行,,經紀、承銷,,劉慧儀,,,台北市松智路1號17樓部分,台北市松智路1號17樓部分,台北市松智路1號17樓部分,無,,,台北市松智路1號17樓部分,台北市松智路1號17樓部分,台北市松智路1號17樓部分,,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),301--承銷有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,1590,花旗環球,3000000,900000,0,28419028,1130415,2　台北市,0,960806,960806,8726-9000,2723-5717,花旗(台灣)商業銀行股份有限公司台北分行,5-447246-025,9871--841978,9390,5-447246-033,9871元大-忠孝9268凱基-台北,美商花旗銀行台北分行,,經紀、承銷,陳詩韻,薛家瑤,,,台北市信義區松智路１號14樓(部分)、15樓(部分),台北市信義區松智路１號14樓(部分)、15樓(部分),台北市信義區松智路１號14樓(部分)、15樓(部分)及16樓(部分),無,,,台北市信義區松智路１號16樓(部分),台北市信義區松智路１號16樓(部分),台北市信義區松智路１號14樓(部分)、15樓(部分),,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),112--受託買賣外國有價證券(不接受客戶當面委託免設營業廳),118--代理買賣(外國債券),301--承銷有價證券,701--期貨商(H401011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,1650,新加坡商瑞銀,0,0,1265000,27934715,1100201,2　台北市,0,950214,950403,02-87227200,02-87227230,匯豐(台灣)商業銀行股份有限公司,001-539477-032,8880--3106,19,001-539477-038,8880國泰9676富邦-仁愛,國泰世華銀信託部,,經紀、自營、承銷,,宋鼎文,,,台北市松仁路7號5樓部分,台北市松仁路7號5樓部分,台北市松仁路7號5樓,台北市松仁路7號5樓部分,台北市松仁路7號5樓,台北市松仁路7號5樓,台北市松仁路7號5樓部分,台北市松仁路7號5樓,台北市松仁路7號5樓部分,,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),112--受託買賣外國有價證券(不接受客戶當面委託免設營業廳),201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,301--承銷有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,2180,亞東,8000000,4222789,0,36552651,1121026,2　台北市,810305,680524,680621,02-77531899,02-77531845,遠東商銀台北城中分行,00200100006003,8560--1101482,122,00200100007006,884E玉山-城中5600永興,遠東商銀信託部,公開發行,經紀、自營、承銷,杜金森,王珮恩,,,新北市板橋區新站路16號13樓及14樓(部分),台北市中正區重慶南路一段86號2樓,台北市中正區重慶南路一段86號2樓,台北市中正區重慶南路一段86號2樓,新北市板橋區新站路16號14樓(部分),新北市板橋區新站路16號14樓(部分),新北市板橋區新站路16號14樓(部分),新北市板橋區新站路16號14樓(部分),新北市板橋區新站路16號13樓(部分),,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,107--受託買賣外國有價證券(複委託),121--經營不限用途款項借貸業務,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),701--期貨商(H401011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,2200,元大期貨,3500000,3199763,800000,97179282,1140506,2　台北市,0,860409,990702,02-27176000,02-25461625,國泰世華銀行台北分行,007035015986,0--0,0,0,9800元大1260宏遠,國泰世華商銀台北分行,上櫃,自營,林添富,高毅瑞,,,,,,,台北市中山區南京東路2段77號4樓,台北市中山區南京東路2段77號4樓,,,,,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,2210,群益期貨,2500000,2104376,800000,97176335,1110615,2　台北市,0,860226,1040901,02-2700-2888,02-2705-9777,國泰世華銀行忠孝分行,011-03-500703-4,0--0,0,0,9100群益金鼎5920元富,國泰世華銀行營業部,上市,自營,賈中道,毛振華,,,台北市大安區敦化南路2段97號地下1樓,,,,台北市大安區敦化南路2段97號32樓及地下1樓,台北市大安區敦化南路2段97號地下1樓,,,,,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,2300,國票期貨,1500000,1199170,400000,84703264,1150122,2　台北市,0,821123,1150206,02-27683998,02-25287576,玉山商業銀行中崙分行,0912940009663,,0,,7038致和-南京6910德信,玉山商業銀行,,自營,何志強,周武華,,,台北市松山區南京東路五段188號15樓部分、15樓之1部分,,,,台北市松山區南京東路五段188號15樓部分、15樓之1部分,02-27683998,,,台北市松山區南京東路五段188號15樓部分、15樓之1部分,,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,5050,大展,2644700,2523532,0,22955802,1070523,2　台北市,821122,770617,770811,02-25551234,02-25554200,中信銀城中分行,1071183898040,779c--366466,19884,.,6460大昌8150台新,台新商業銀行,上櫃,經紀、自營、承銷,李玉萍,李俊龍,,,台北市承德路1段17號17樓、17樓之1、之2、之3,台北市承德路1段17號17樓、17樓之1、之2、之3,台北市承德路1段17號17樓、17樓之1、之2、之3,台北市承德路1段17號17樓、17樓之1、之2、之3,臺北市承德路1段17號17樓、17樓之1、之2、之3、13樓之6,台北市承德路1段17號17樓、17樓之1、之2、之3、13樓之6,台北市承德路1段17號13樓之6,台北市承德路1段17號13樓之6,台北市承德路1段17號17樓、17樓之1、之2、之3,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,123--有價證券借貸-限中央登錄公債,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,2026-05-17
1150504,5110,富隆,3100000,738680,0,22956788,1120107,2　台北市,0,770704,770829,02-27182788,02-27183445,上海商業儲蓄銀行,03102000629669,779c--3536438,306,,7790國票572J,萬泰銀行信託部,公開發行,自營,鄭淑華,宋世敏,,,台北市南京東路3段287號3樓部份,,,,台北市南京東路3段287號3樓部份,台北市南京東路3段287號3樓,,,台北市南京東路3段287號3樓部份,"聯絡地址:長安東路一段18號3,4F TEL:25631168  FAX:25622391",201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,5260,美好,6000000,3123910,0,22957098,1150203,2　台北市,840116,770707,770906,02-25084888,02-25066545,國泰世華復興分行,18033026699,6010--94424,31704,,9800元大6010&#29319;亞證券,台灣銀行信託部,上櫃,經紀、自營、承銷,黃谷涵,莊達修,,,台北市民生東路2段176號12樓、台北市民生東路3段2號7樓部分、台北市民生東路3段2號4樓及4樓之5,台北市民生東路2段174、176號3樓部份、4樓、174號12樓,台北市民生東路2段176號4樓,台北市民生東路2段174、176號4樓,台北市民生東路2段176號12樓,台北市民生東路2段176號12樓,台北市民生東路2段176號12樓,台北市民生東路2段176號12樓,台北市民生東路2段174、176號3樓部份、4樓、174號12樓,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,107--受託買賣外國有價證券(複委託),121--經營不限用途款項借貸業務,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,701--期貨商(H401011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,5320,高橋,478555,478555,0,22958842,1070802,10　桃園縣,0,770806,770923,03-4224243,03-4225738,台灣中小企銀中壢分行,31012705002,9636--1200339,90601,0,6450永全6620口袋,上海銀行,公開發行,經紀,藍宇墾,陳家儀,,,桃園市中壢區中和路92.94.96.98號,桃園市中壢區中和路92.94.96.98號,桃園市中壢區中和路96號,桃園市中壢區中和路96號,,,,,桃園市中壢區中和路92.94.96.98號,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,5380,第一金,7000000,6700000,875000,22959223,1141003,2　台北市,911218,770815,771006,02-25636262,02-55890079,中信銀城北分行,200540087516,9A8F--7047477,1067,12910015960,51129A96,中國信託銀行信託部,公開發行,經紀、自營、承銷,陳致全,李美芳,,,台北市中山區長安東路一段22號3樓部分、4樓部分、5樓部分、6-9樓、11樓、12樓、35號1、2樓及18號9樓部分,台北市中山區長安東路一段22號4樓部分及5樓部分,台北市中山區長安東路一段22號4樓,台北市中山區長安東路一段22號4樓,台北市中山區長安東路1段22號3樓部分及10樓部分,台北市中山區長安東路1段22號3樓部分,台北市中山區長安東路1段22號10樓部分,台北市中山區長安東路1段22號10樓部分,台北市大安區安和路1段27號6樓部分,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,106--受託買賣外國有價證券,119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,129--經營股權性質群眾募資業務,151--財富管理業務--顧問諮詢或金融商品銷售服務,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),701--期貨商(H401011),703--期貨顧問業務(H405011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,2026-05-17
1150504,5460,寶盛,312000,312000,0,23111648,1070720,4　台中市,0,770909,771102,04-22309377,04-22371684,國泰世華銀行國光分行,236030015448,5382--192589,991,,7070981S元大-崇德,世華銀行信託部,公開發行,經紀,虞金榜,虞金榜,,,台中市北屯區北興街43號1樓、2樓,台中市北屯區北興街43號1樓、2樓,台中市北屯區北興街43號1樓、2樓,台中市北屯區北興街43號1樓,,,,,台中市北屯區北興街43號1樓、2樓,新交割銀行96.01.01起適用,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,5600,永興,330000,297000,0,22957745,1140908,2　台北市,0,770720,771201,02-23218200,02-23216305,世華台北,07036026981,2180--78879,2584,007036027589,6460大昌2180亞東,玉山銀行信託部,公開發行,經紀,吳壽祿,林秉憲,,,台北市南海路20號2樓部分、3樓部分,台北市南海路20號2樓部分、3樓部分,台北市南海路20號2樓部分、3樓部分,台北市南海路20號2樓部分、3樓部分,,,,,台北市中正區博愛路17號3樓,第一順位代辦交割證商聯合於5/10更換為大昌,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,5660,日進,226000,203400,0,23111844,990824,12　苗栗縣,990906,770913,771213,037-332266,037-335228,合作金庫苗栗分行,0180871000181,9272--121271,29921,,76909657富邦-苗栗,合作金庫信託部,,經紀,劉富明,劉富明,,,苗栗縣苗栗市中正路426號4F,苗栗縣苗栗市中正路426號4F,苗栗縣苗栗市中正路426號4F,苗栗縣苗栗市中正路426號4F,,,,,苗栗縣苗栗市中正路426號4F,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17
1150504,5850,統一,15000000,16014145,0,23218183,1140904,2　台北市,800709,771217,780403,02-27478266,02-27463799,國泰世華-復興分行,1803302806-3,9100--6845214,5520044,018033025854,9217凱基-松山9136群益金鼎-西松,世華銀行信託部,上市,經紀、自營、承銷,林寬成,楊凱智,,,台北市東興路8號1樓、2樓部分、3樓部分、4樓部分、5樓、6樓部分、7樓部分,台北市東興路8號1樓、2樓部分、3樓部分、4樓部分、5樓、6樓部分、7樓部分,台北市東興路8號1樓,台北市東興路8號1樓,台北市東興路8號2樓部分、11樓部分,台北市東興路8號2樓部分、11樓部分,台北市東興路8號2樓、4樓及地下1樓,台北市東興路8號2樓、 4樓及地下1樓,台北市東興路8號1樓、2樓部分、3樓部分、4樓部分、5樓、6樓部分、7樓部分,86.2.11日起總公司與原東興分公司對調.,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,106--受託買賣外國有價證券,119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,123--有價證券借貸-限中央登錄公債,151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),701--期貨商(H401011),702--期貨交易輔助人(H408011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,999--其他經本會核准業務(務必點選),,,,,,,,,,2026-05-17
