出表日期,證券商代號,證券商名稱,開業日,地址,電話,date
1150517,981X,元大-新生,960926,台北市中正區新生南路1段148號4、7樓,02-23959988,2026-05-17
1150517,981Z,元大-潮州,960926,屏東縣潮州鎮延平路206號,08-7891678,2026-05-17
1150517,981a,元大-歸仁,960926,台南市歸仁區中山路2段29號3樓,06-3305888,2026-05-17
1150517,981e,元大-佳里,960926,臺南市佳里區中山路158號之一3樓,06-7232888,2026-05-17
1150517,981g,元大-大里,960926,台中市大里區國光路2段259號2樓,04-24066598,2026-05-17
1150517,981h,元大-屏東民生,960926,屏東縣屏東市民生路287號5樓,08-7323789,2026-05-17
1150517,981i,元大-西螺,960926,雲林縣西螺鎮延平路190、192號1樓,05-5870123,2026-05-17
1150517,981j,元大-士林,960926,台北市文林路342號2樓,02-28830202,2026-05-17
1150517,981m,元大-高雄,960926,高雄市前金區中正四路143號4樓之1、4樓之2、5樓、8樓之1,07-2152888,2026-05-17
1150517,981n,元大-旗山,960926,高雄市旗山區中山路102號2樓,07-6625578,2026-05-17
1150517,981p,元大-松山,960926,台北市松山區南京東路5段92號2樓,02-27535888,2026-05-17
1150517,981q,元大-萬華,960926,台北市萬華區西園路1段200號地下1樓,02-23363588,2026-05-17
1150517,981r,元大-屏南,960926,屏東縣屏東市濟南街10號,08-7361777,2026-05-17
1150517,981y,元大-善化,960926,台南市善化區大成路281號,06-5830888,2026-05-17
1150517,981z,元大-大統,960926,新竹市林森路196號2樓之3,03-5226166,2026-05-17
1150517,9822,元大-土城學府,960926,新北市土城區學府路1段25號1樓,02-22635000,2026-05-17
1150517,9824,元大-向上,960926,臺中市西區美村路一段272號2樓,04-23028588,2026-05-17
1150517,9825,元大-新營,960926,台南市新營區中山路117號2樓,06-6351600,2026-05-17
1150517,9829,元大-永康,960926,臺南市永康區小東路511號3樓,06-2215888,2026-05-17
1150517,982A,元大-羅東,960926,宜蘭縣羅東鎮中正北路32號,03-9532888,2026-05-17
1150517,982B,元大-博愛,960926,高雄市左營區明誠二路359號3樓,07-5571133,2026-05-17
1150517,982C,元大-六合,960926,高雄市新興區民族二路97號4樓,07-2364788,2026-05-17
1150517,982F,元大-忠孝鼎富,1011112,台北市大安區忠孝東路4段300號7樓,02-87739666,2026-05-17
1150517,9831,元大-四維,960926,高雄市苓雅區四維四路3號3樓之1、2、3,07-3306666,2026-05-17
1150517,9833,元大-敦化,960926,台北市敦化南路2段71號12樓,02-27541566,2026-05-17
1150517,9834,元大-中壢,960926,桃園市中壢區中央東路7號3樓,03-4227188,2026-05-17
1150517,9835,元大-員林中山,960926,彰化縣員林市育英路61-6號,04-8358131,2026-05-17
1150517,9837,元大-北港,960926,雲林縣北港鎮文化路40號4樓,05-7838222,2026-05-17
1150517,9838,元大-豐原,960926,臺中市豐原區圓環西路23號地下1樓,04-25252511,2026-05-17
1150517,983B,元大-林森,960926,台南市林森路2段90號地下1樓,06-2745088,2026-05-17
1150517,983G,元大-上新莊,960926,新北市新莊區思源路173號2樓,02-89911188,2026-05-17
1150517,983K,元大-學甲,960926,台南市學甲區華宗路295號,06-7838989,2026-05-17
1150517,983M,元大-木柵,960926,台北市木柵路3段96號3樓之2,02-86619168,2026-05-17
1150517,983N,元大-大安,960926,台北市和平東路2段347號3樓,02-27541866,2026-05-17
1150517,983U,元大-頭份,960926,苗栗縣頭份市和平路79號2樓,037-683168,2026-05-17
1150517,983V,元大-竹南,960926,苗栗縣竹南鎮博愛街29號4樓,03-7477890,2026-05-17
1150517,983W,元大-大里德芳,960926,臺中市大里區德芳路一段63號2樓,04-24833000,2026-05-17
1150517,983Z,元大-鳳山,960926,高雄市鳳山區五甲二路642號2樓,07-8133066,2026-05-17
1150517,983f,元大-竹東,960926,新竹縣竹東鎮大林路121號,03-5952166,2026-05-17
1150517,983i,元大-大雅,960926,台中市大雅區大雅里民興街39號3樓,04-25608888,2026-05-17
1150517,983j,元大-仁愛,960926,臺北市大安區敦化南路1段225號2樓、2樓之2,02-27067777,2026-05-17
1150517,9846,元大-大直,1110901,臺北市中山區樂群三路56號6樓之2,(02)25339955,2026-05-17
1150517,984C,元大-新店中正,960926,新北市新店區中正路225號3樓,02-29155588,2026-05-17
1150517,984E,元大-南勢角,960926,新北市中和區景新街347號6樓之1,02-86689955,2026-05-17
1150517,984H,元大-景美,960926,台北市文山區景文街1號2樓之1,02-86638886,2026-05-17
1150517,984K,元大-館前,960926,臺北市中正區開封街1段2號3樓,02-23113030,2026-05-17
1150517,9852,元大-永春,1010402,台北市忠孝東路5段410號3樓、3樓之1、412號3樓之2,02-87805277,2026-05-17
1150517,9853,元大-南屯,1010402,台中市南屯區向上路1段580號1、2樓,04-23269999,2026-05-17
1150517,9854,元大-文心興安,1010402,台中市北屯區文心路4段934之1號2樓,04-22339983,2026-05-17
1150517,9856,元大-花蓮,1010402,花蓮縣花蓮市國聯五路5之5號5樓,03-8357588,2026-05-17
1150517,9857,元大-蘆洲,1010402,新北市蘆洲區中山一路10號2樓,02-22886699,2026-05-17
1150517,9858,元大-龍潭,1010402,桃園市龍潭區神龍路39號,03-4808699,2026-05-17
1150517,9859,元大-新竹經國,1010402,新竹市經國路2段100號3樓,03-5359888,2026-05-17
1150517,985C,元大-鳳中,1010402,高雄市鳳山區自由路229號3樓,07-7199889,2026-05-17
1150517,985F,元大-岡山,1120920,高雄市岡山區中山南路517號2樓,(07)622-9888,2026-05-17
1150517,9862,元大-南京,1010402,台北市南京東路3段219號2樓,02-27188888,2026-05-17
1150517,9863,元大-和平,1010402,台北市和平東路1段214號2樓、214號2樓之1、214號2樓之2、216號2樓、216號2樓之1及216號2樓之2,02-23687733,2026-05-17
1150517,9867,元大-內湖民權,1010402,台北市民權東路6段160號2樓之1,02-27928288,2026-05-17
1150517,9868,元大-文心,1010402,台中市西屯區文心路3段337號3樓,04-22932233,2026-05-17
1150517,9869,元大-新盛,1010402,新北市新莊區公園一路141號,02-29969966,2026-05-17
1150517,986K,元大-基隆孝二,1010402,基隆市仁愛區孝二路86之5號,02-24202626,2026-05-17
1150517,9871,元大-忠孝,1010402,臺北市大安區忠孝東路4段300號3樓,02-27766288,2026-05-17
1150517,9872,元大-復北,1010402,台北市復興北路420號3樓,02-25095998,2026-05-17
1150517,9874,元大-雙和,1010402,新北市中和區中和路232號2樓,02-22483388,2026-05-17
1150517,9875,元大-土城永寧,1010402,新北市土城區員福街8號1樓、8號2樓、10號1樓、10號2樓,02-22709191,2026-05-17
1150517,9878,元大-金華,1010402,臺南市中西區金華路3段230號2樓之1,06-2207999,2026-05-17
1150517,9879,元大-板橋三民,1010402,新北市板橋區三民路2段40號2樓,02-29588887,2026-05-17
1150517,987A,元大-楊梅,1010402,桃園市楊梅區新成路125號2樓,03-4882688,2026-05-17
1150517,9884,元大-斗信,1010402,雲林縣斗六市文化路29號3樓,05-5362088,2026-05-17
1150517,9888,元大-鑫永和,1010402,新北市永和區永和路2段2號、8號2樓,02-82311333,2026-05-17
1150517,9889,元大-員林,1010402,彰化縣員林鎮大同路2段283號2樓,04-8341188,2026-05-17
1150517,988B,元大-桃園,1010402,桃園市桃園區中正路1223號2樓,03-3268777,2026-05-17
1150517,988C,元大-三重,1010402,新北市三重區重新路3段111號2樓,02-89857788,2026-05-17
1150517,988V,元大-長庚,1080729,桃園市龜山區文化二路38-6號2樓,(03)397-8787,2026-05-17
1150517,9891,元大-永和,960926,新北市永和區福和路139號3樓,02-29201234,2026-05-17
1150517,9892,元大-屏東,960926,屏東縣屏東市廣東路690號2樓之1、3樓,08-7385555,2026-05-17
1150517,9893,元大-大天母,960926,台北市中山北路6段126號4樓,02-28312888,2026-05-17
1150517,9894,元大-桃興,960926,桃園市桃園區復興路96號2樓,03-3327700,2026-05-17
1150517,9896,元大-台南,960926,台南市長榮路1段203號5樓,06-2741866,2026-05-17
1150517,9897,元大-土城,960926,新北市土城區中央路1段255號2樓,02-22708369,2026-05-17
1150517,9898,元大-新莊,960926,新北市新莊區中原路558號3樓,02-29977123,2026-05-17
1150517,9899,元大-淡水,960926,新北市淡水區中正路67號2、3樓,02-26251966,2026-05-17
1150517,989A,元大-北投,960926,台北市北投區北投路2段13號3樓,02-28961212,2026-05-17
1150517,989B,元大-台中中港,960926,臺中市西區臺灣大道2段489號10樓之2,04-23289000,2026-05-17
1150517,989C,元大-板橋,960926,新北市板橋區中山路1段10號6樓,02-29638000,2026-05-17
1150517,989D,元大-左營,960926,高雄市左營區左營大路158號3、4樓,07-5878899,2026-05-17
1150517,989E,元大-草屯,960926,南投縣草屯鎮中興路88號2樓,049-2354506,2026-05-17
1150517,989F,元大-三民,960926,高雄市三民區民族一路462號2樓,07-3855678,2026-05-17
1150517,989G,元大-大同,960926,台北市大同區南京西路66號2樓,02-25598585,2026-05-17
1150517,989I,元大-蘆洲中正,960926,新北市蘆洲區長榮路339號,02-22891199,2026-05-17
1150517,989J,元大-彰化民生,960926,彰化縣彰化市中正路1段292號、296號,04-7261988,2026-05-17
1150517,989L,元大-成功,960926,桃園市成功路1段32號9樓,03-3353399,2026-05-17
1150517,989N,元大-內湖,960926,台北市內湖區成功路4段166號地下1樓部分及168號3樓,02-27933636,2026-05-17
1150517,989P,元大-敦南,960926,臺北市大安區仁愛路3段157號3樓,02-27752121,2026-05-17
1150517,989Q,元大-汐止,960926,新北市汐止區新台五路1段159號4樓,02-26482277,2026-05-17
1150517,989S,元大-鹿港,960926,彰化縣鹿港鎮公園一路88號,04-7751211,2026-05-17
1150517,989U,元大-大甲,960926,臺中市大甲區中山路1段833之1號,04-26883399,2026-05-17
1150517,989V,元大-北三重,960926,新北市三重區正義北路195號2樓,02-29713311,2026-05-17
1150517,989W,元大-豐原站前,960926,臺中市豐原區三豐路1段43號3樓,04-25204888,2026-05-17
1150517,989X,元大-民生三民,960926,台北市松山區民生東路5段165地下之4號,02-87872118,2026-05-17
1150517,989Y,元大-基隆,960926,基隆市中正區義一路130號2樓,02-24246688,2026-05-17
1150517,989Z,元大-小港,960926,高雄市小港區漢民路381號8樓,07-8020068,2026-05-17
1150517,989a,元大-苑裡,960926,苗栗縣苑裡鎮客庄里新興路31之8號及31之9號,037869779,2026-05-17
1150517,989d,元大-北屯,960926,臺中市北屯區崇德路3段115號2樓,04-22389555,2026-05-17
1150517,989e,元大-中和,960926,新北市中和區中和路102號5樓,02-22452299,2026-05-17
1150517,989f,元大-東港,960926,屏東縣東港鎮中正路227號2樓,08-8338558,2026-05-17
1150517,989g,元大-嘉義,960926,嘉義市西區林森西路173號3樓,05-2237666,2026-05-17
1150517,989j,元大-樹林,960926,新北市樹林區中山路1段99號3樓,02-26759585,2026-05-17
1150517,989k,元大-古亭,960926,台北市羅斯福路3段37號2樓,02-23698877,2026-05-17
1150517,989m,元大-信義,960926,台北市忠孝東路5段293號2樓部分,02-87878732,2026-05-17
1150517,989z,元大-國際證券,1030418,臺北市中山區南京東路2段77號7樓部分,02-2718-1234,2026-05-17
1150517,9A0T,永豐金-自營,800914,,02-23823425,2026-05-17
1150517,9A61,永豐金-鳳山,840325,高雄市鳳山區保泰路310號,07-726-3000,2026-05-17
1150517,9A69,永豐金-屏東,870721,屏東市中正路125號4樓,08-765-5457,2026-05-17
1150517,9A79,永豐金-埔里,1050926,南投縣埔里鎮中正路479號,049-298-9988,2026-05-17
1150517,9A81,永豐金-匯立,1141020,臺北市敦化南路二段95號27樓,02-23268188,2026-05-17
1150517,9A88,永豐金-國際證券,1030514,台北市重慶南路1段2號7樓、18樓及20樓,23114345,2026-05-17
1150517,9A89,永豐金-敦北,1050328,台北市敦化北路88號9樓之1、10樓之1、10樓之2,02-81615000,2026-05-17
1150517,9A8F,永豐金-敦南,910722,台北市大安區敦化南路2段319號7樓,02-2377-8355,2026-05-17
1150517,9A91,永豐金-松山,870103,台北市松山路130號2樓,02-2766-3315,2026-05-17
1150517,9A92,永豐金-萬盛,890828,台北市松江路129號2樓、2樓之1及3樓,02-2501-1451,2026-05-17
1150517,9A97,永豐金-新竹,850501,新竹市中正路129號4樓,03-526-8198,2026-05-17
1150517,9A98,永豐金-大園,890828,桃園市大園區大園村中山北路102號2樓、100巷1號3樓及102號3樓,03-385-3998,2026-05-17
1150517,9A99,永豐金-中壢,890828,桃園市中壢區延平路370號3樓、372號3樓,03-422-4800,2026-05-17
1150517,9A9A,永豐金-羅東,890509,宜蘭縣羅東鎮公正路87號,03-956-7181,2026-05-17
1150517,9A9B,永豐金-中和,890726,新北市中和區中和路370號,02-2231-3453,2026-05-17
1150517,9A9C,永豐金-員林,840408,彰化縣員林市大同路1段338號5樓,04-836-7338,2026-05-17
1150517,9A9D,永豐金-忠孝,890828,台北市忠孝東路4段280號2樓,02-2771-6588,2026-05-17
1150517,9A9G,永豐金-天母,891106,台北市忠誠路1段60號2樓及62號2樓,02-8866-1992,2026-05-17
1150517,9A9H,永豐金-新莊,871116,新北市新莊區中央路235號3樓,02-8992-2118,2026-05-17
1150517,9A9J,永豐金-板新,910722,新北市板橋區文化路二段246號,02-2253-3458,2026-05-17
1150517,9A9K,永豐金-三重,890828,新北市三重區中正北路110號,02-2981-0112,2026-05-17
1150517,9A9L,永豐金-台中,811216,台中市西區臺灣大道一段728號七樓,04-2202-2940,2026-05-17
1150517,9A9M,永豐金-南投,861104,南投縣南投市文昌街45號1樓,049-220-1932,2026-05-17
1150517,9A9N,永豐金-桃盛,890828,桃園市南平路370號3樓,03-357-5585,2026-05-17
1150517,9A9P,永豐金-竹北,890828,新竹縣竹北市縣政九路145號2樓之1、145號2樓之2、147號2樓及145號4樓之1,03-553-8388,2026-05-17
1150517,9A9Q,永豐金-豐原,841129,台中市豐原區信義街67巷15號2樓,04-2528-2188,2026-05-17
1150517,9A9R,永豐金-信義,890828,台北市信義路4段189號2樓、2樓之1,02-2705-6588,2026-05-17
1150517,9A9S,永豐金-南京,910722,台北市南京東路3段36號2樓,02-2508-2335,2026-05-17
1150517,9A9U,永豐金-中正,910722,台北市中山區長安東路1段23號3樓之1(部份)、3樓之3及3樓之5,02-2531-3135,2026-05-17
1150517,9A9W,永豐金-市政,910722,台中市西屯區市政路402號4樓之5、4樓之6、5樓之2、5樓之3及17樓之5,04-2254-8935,2026-05-17
1150517,9A9X,永豐金-竹科,910722,新竹市東區光復路2段289號4樓,03-575-2000,2026-05-17
1150517,9A9Y,永豐金-板盛,890828,新北市板橋區中山路一段180號2樓及182號2樓,02-2958-6918,2026-05-17
1150517,9A9Z,永豐金-復興,891106,台北市敦化北路205號4樓(部分),02-2502-8588,2026-05-17
1150517,9A9a,永豐金-苓雅,910722,高雄市前鎮區中山二路260號20樓之1,07-537-5800,2026-05-17
1150517,9A9b,永豐金-虎尾,960810,雲林縣虎尾鎮新生路136號3樓,05-636-5288,2026-05-17
1150517,9A9c,永豐金-永康,870128,台南市永康區中華路423號2樓,06-302-5982,2026-05-17
1150517,9A9d,永豐金-古亭,930329,臺北市南昌路1段110號3樓,02-2321-8345,2026-05-17
1150517,9A9e,永豐金-高雄,820106,高雄市中正一路284號2樓,07-723-2800,2026-05-17
1150517,9A9g,永豐金-內湖,910827,台北市內湖路1段49號1樓,02-2657-1998,2026-05-17
1150517,9A9h,永豐金-台南,840318,台南市西門路1段655號4樓,06-224-9998,2026-05-17
1150517,9A9i,永豐金-新店,911009,新北市新店區北新路2段252號2樓、2樓之1、2樓之2、2樓之3,02-2911-6395,2026-05-17
1150517,9A9j,永豐金-嘉義,860919,嘉義市中山路386號3樓,05-229-1345,2026-05-17
1150517,9A9q,永豐金-潮州,820106,屏東縣潮州鎮中正路38之1號,08-789-0122,2026-05-17
1150517,9A9r,永豐金-北高雄,840401,高雄市鼓山區龍德路473號3樓,07-555-0455,2026-05-17
1150517,9A9s,永豐金-彰化,850501,彰化市民族路532號6樓,04-722-4976,2026-05-17
1150517,9A9x,永豐金-桃園,841201,桃園市桃園區春日路525號12樓、527號12樓,03-335-2581,2026-05-17
1150517,9B0T,台新-自營,981217,,02-2326-8898,2026-05-17
1150517,9B11,台新-新營,1060828,台南市新營區中山路115號4樓之1,06-6356100,2026-05-17
1150517,9B12,台新-國際證券,1071119,免設,02-23268898,2026-05-17
1150517,9B13,台新-三民,1060828,高雄市三民區九如一路502號6樓之2,07-3871166,2026-05-17
1150517,9B15,台新-松江,1060828,台北市中山區松江路122號3樓,02-25371188,2026-05-17
1150517,9B16,台新-台南,1060828,台南市西門路2段389號3樓,06-2218988,2026-05-17
1150517,9B18,台新-建北,1060828,台北市中山區建國北路2段17號3樓,02-25160222,2026-05-17
1150517,9B19,台新-新莊,1060828,新北市新莊區頭前路172號2樓,02-22062828,2026-05-17
1150517,9B1d,台新-左楠,1060828,高雄市楠梓區軍校路800號3F,07-3643767,2026-05-17
1150517,9B1g,台新-高雄,990510,高雄市中山二路260號三樓之一,(07)537-5589,2026-05-17
1150517,9B1h,台新-台中,991129,台中市東興路二段187號3樓,(04)24755000,2026-05-17
1150517,9B1n,台新-屏東,1060828,屏東縣屏東市廣東路107號2~4樓,08-722-3377,2026-05-17
1150517,9B1y,台新-中壢,1060828,桃園市中壢區延平路368號3樓,03-2805759,2026-05-17
1150517,9B20,台新-台北,1150406,臺北市大安區復興南路1段209號1、2、3樓,02-27313888,2026-05-17
1150517,9B21,台新-九如,1150406,高雄市九如二路548號2、3樓,07-3122822,2026-05-17
1150517,9B22,台新-新店,1150406,新北市新店區中興路3段134號地下一樓,02-29177888,2026-05-17
1150517,9B23,台新-三重,1150406,新北市三重區重新路2段21號3樓,02-29885568,2026-05-17
1150517,9B25,台新-五權西,1150406,台中市五權西路一段二三七號二樓,04-23759979,2026-05-17
1150517,9B27,台新-林園,1150406,高雄市林園區沿海路3段2號2樓及5樓(部分),07-6433779,2026-05-17
1150517,9B28,台新-北新莊,1150406,新北市新莊區新泰路368號1、2樓,02-29962299,2026-05-17
1150517,9B29,台新-府城,1150406,台南市忠義路2段47號3.4.5(營業廳設於3F),06-2219089,2026-05-17
1150517,9B2A,台新-緯城,1150406,高雄市博愛一路391號8樓,07-3131123,2026-05-17
1150517,9B2B,台新-永和,1150406,新北市永和區民有街1號2樓,02-29491888,2026-05-17
1150517,9B2C,台新-潮州,1150406,"屏東縣潮州鎮新生路8號1,2樓(營業廳設於1樓) 86.08.04.遷移",08-7884930,2026-05-17
1150517,9B2D,台新-大昌,1150406,高雄市三民區九如一路502號地下一層,07-3851168,2026-05-17
1150517,9B2E,台新-城中,1150406,台北市承德路一段十七號地下一樓,02-25563636,2026-05-17
1150517,9B2G,台新-新竹,1150406,新竹市信義街68號7樓之1、7樓之2,03-5258282,2026-05-17
1150517,9B2H,台新-信義,1150406,台北市信義路2段101號2樓,02-23587778,2026-05-17
1150517,9B2I,台新-嘉義,1150406,嘉義市垂楊路316號3樓之1、2；4樓之1、2,05-2257789,2026-05-17
1150517,9B2L,台新-北中壢,1150406,桃園縣中壢市元化路226號3樓,03-4263888,2026-05-17
1150517,9B2M,台新-彰化,1150406,彰化市彰美路1段186號6F,04-7283456,2026-05-17
1150517,9B2N,台新-虎尾,1150406,雲林縣虎尾鎮中正路15號三.四樓,05-6360389,2026-05-17
1150517,9B2P,台新-同大,1150406,高雄市岡山區岡山路339號3、4樓,07-6225788,2026-05-17
1150517,9B2Q,台新-敦南,1150406,台北市忠孝東路4段212號3樓、3樓之1,02-87723988,2026-05-17
1150517,9B2S,台新-基隆,1150406,基隆市愛四路60號4樓,02-24288899,2026-05-17
1150517,9B2U,台新-宜蘭,1150406,宜蘭縣宜蘭市舊城北路23號,03-9369688,2026-05-17
1150517,9B2W,台新-吉利,1150406,台北市承德路7段348號1樓、地下1樓,02-28229090,2026-05-17
1150517,9B2X,台新-草屯,1150406,南投縣草屯鎮和興街92號92之1號1、2樓、94號3樓之1、之2、之3、之4,049-2355888,2026-05-17
1150517,9B2Y,台新-埔里,1150406,南投縣埔里鎮南昌街231號2樓,049-2900999,2026-05-17
1150517,9B2Z,台新-安南,1150406,台南市安中路二段三００號八樓,06-2453088,2026-05-17
1150517,9B2a,台新-松德,1150406,台北市松德路16號地下1樓,02-27202828,2026-05-17
1150517,9B2b,台新-板橋,1150406,新北市板橋區中山路一段141號5樓部分,02-89536888,2026-05-17
1150517,9B2c,台新-烏日,1150406,台中縣烏日鄉三民街179號4樓,04-23362288,2026-05-17
1150517,9B2f,元富-國際證券,1150202,臺北市敦化南路二段99號19樓,02-23255818,2026-05-17
1150517,9B2g,台新-中原,1150406,台中市潭子區中山路2段281號3樓,04-25326677,2026-05-17
1150517,9B2i,台新-中港,1150406,台中市清水區中山路196號5樓,04-26222299,2026-05-17
1150517,9B2l,台新-大裕,1150406,台中市台中路504號,04-22862688,2026-05-17
1150517,9B2m,台新-成功,1150406,台南市成功路四五七號三樓、四樓,06-2232323,2026-05-17
1150517,9B2n,台新-西松,1150406,台北市南京東路5段108號3樓,02-27562288,2026-05-17
1150517,9B2o,台新-新興,1150406,高雄市新興區七賢一路251號2樓,07-238-5678,2026-05-17
1150517,9B2q,台新-屏新,1150406,屏東市中正路一二三號二樓,08-7339522,2026-05-17
1150517,9B2r,台新-城東,1150406,台北市中山區南京東路2段167號4樓、4樓之1,02-2509-9928,2026-05-17
1150517,9B2u,台新-世貿,1150406,台北市信義區信義路五段8號2樓,02-8780-1800,2026-05-17
1150517,9B2v,台新-桃園,1150406,桃園縣桃園市成功路2段1號2樓,03-3366000,2026-05-17
1150517,9B2w,台新-佳里,1150406,台南市佳里區和平街83號4樓、5樓,06-7232323,2026-05-17
1150517,9B2y,台新-花蓮,1150406,花蓮市民國路167號,038-360988,2026-05-17
1150517,9B2z,台新-文心,1150406,台中市西屯區文心路2段645號2樓,04-2252-1010,2026-05-17
1150517,1021,合庫- 台中,1001202,台中市西區民權路91號6樓,04-22255141,2026-05-17
1150517,1022,合庫-台南,1001202,台南市北區成功路48號3樓,06-2260148,2026-05-17
1150517,1023,合庫-高雄,1001202,高雄市大勇路97號5樓,07-5319755,2026-05-17
1150517,1024,合庫-嘉義,1001202,嘉義市國華街279號2樓,05-2220016,2026-05-17
1150517,1025,合庫-基隆,1001202,基隆市仁二路255號3樓,02-24288468,2026-05-17
1150517,1028,合庫 - 彰化,1010516,彰化縣彰化市民生路279號5樓,04-7295528,2026-05-17
1150517,1029,合庫 - 鳳山,1010518,高雄市鳳山區鳳松路3號,07-7905555,2026-05-17
1150517,102A,合庫-新竹,1001202,新竹市東區東門街60號5樓,03-5262711,2026-05-17
1150517,102C,合庫-自強,1001202,台北市中山區南京東路2段85、87號3樓,02-25218815,2026-05-17
1150517,102E,合庫-桃園,1001202,桃園市桃園區中華路12號3樓,03-347-3456,2026-05-17
1150517,102F,合庫-西台中,1050204,台中市西屯區漢口路二段151號3樓,04-2316-6368,2026-05-17
1150517,102G,合庫-三重,1050307,新北市三重區正義南路17號1樓,02-2977-9588,2026-05-17
1150517,102Q,合庫-國際證券,1061101,台北市松山區長安東路二段225號5樓、6樓,02-27319987,2026-05-17
1150517,102T,合庫-自營,1001202,,02-27312798,2026-05-17
1150517,1031,土銀-台中,530420,台中市自由路2段1號4樓,04-22266845,2026-05-17
1150517,1032,土銀-台南,640819,台南市中正路26號4樓,06-2200558,2026-05-17
1150517,1033,土銀-高雄,530420,高雄市大勇路131號,07-5319591,2026-05-17
1150517,1034,土銀-嘉義,640409,嘉義市中山路309號3樓,05-2224930,2026-05-17
1150517,1035,土銀-新竹,630612,新竹市中央路1號4、5樓,03-5213211,2026-05-17
1150517,1036,土銀-玉里,890418,花蓮縣玉里鎮中山路二段五十五號一、 二樓,03-8884900,2026-05-17
1150517,1037,土銀-花蓮,670216,花蓮縣花蓮市中山路356號3樓,038-330723,2026-05-17
1150517,1038,土銀-和平,890622,台北市和平東路3段15號3樓部分,02-27001555,2026-05-17
1150517,1039,土銀-士林,890627,台北市中山北路五段六八九號三樓,02-28323842,2026-05-17
1150517,103A,土銀-建國,890612,高雄市建國一路458號3樓,07-2224911,2026-05-17
1150517,103B,土銀-彰化,910730,彰化市光復路九十八號六樓,04-7201777,2026-05-17
1150517,103C,土銀-白河,910716,台南市白河區三民路三九五號三樓,06-6852888,2026-05-17
1150517,103F,土銀-南港,990927,台北市南港區南港路1段364號5樓,02-26539955,2026-05-17
1150517,1042,臺銀-臺南,970102,臺南市中正路240 號4樓,06-2202507,2026-05-17
1150517,1043,臺銀-民權,970102,臺北市承德路2段239號3樓,02-25529458,2026-05-17
1150517,1045,臺銀-新竹,1010305,新竹市林森路29號5樓,03-5266799,2026-05-17
1150517,104A,臺銀-臺中,970102,台中市民權路95號3樓,04-22238370,2026-05-17
1150517,104C,臺銀-高雄,970102,高雄市苓雅區成功一路261號3樓,07-2711434,2026-05-17
1150517,104D,臺銀-金山,970102,台北市金山南路2段189號3樓,02-23418678,2026-05-17
1150517,104T,臺銀-自營,970102,,02-23882188,2026-05-17
1150517,1111,台灣企銀-台中,650701,台中市臺灣大道1段400號三樓,04-2270160,2026-05-17
1150517,1112,台灣企銀-台南,831101,台南市中正路一八五號四樓,06-2238967,2026-05-17
1150517,1113,台灣企銀-九如,661001,高雄市三民區九如二路255號3樓,07-3137171,2026-05-17
1150517,1114,台灣企銀-嘉義,650701,嘉義市光華路132號,05-2278043,2026-05-17
1150517,1115,台灣企銀-太平,850703,台中市太平區中興里二鄰中興東路二十七號,04-22757802,2026-05-17
1150517,1116,台灣企銀-屏東,650701,屏東市漢口街七號,08-7327171,2026-05-17
1150517,1117,台灣企銀-竹北,850803,新竹縣竹北市斗崙里縣政九路一二八號三樓,03-5527171,2026-05-17
1150517,1118,台灣企銀-豐原,850731,台中市豐原區源豐路1號4樓,04-25253485,2026-05-17
1150517,1119,台灣企銀-岡山,850716,高雄市岡山區岡山路412號4樓,07-6227171,2026-05-17
1150517,111A,台灣企銀-民雄,860807,嘉義縣民雄鄉建國路三段八十三號三樓,05-2207171,2026-05-17
1150517,111B,台灣企銀-建成,871026,台北市南京西路七十六號二樓,02-25506998,2026-05-17
1150517,111E,臺灣企銀-桃園,910822,桃園市中華路99號3樓,03-3311007,2026-05-17
1150517,111F,台灣企銀-北高雄,910808,高雄市復興一路九十號三樓,07-2360116,2026-05-17
1150517,111G,臺灣企銀-埔墘,970704,新北市板橋區文化路1段51號2樓,02-89515671,2026-05-17
1150517,1232,彰銀-七賢,820717,高雄市忠孝一路456號3樓,07-2355658,2026-05-17
1150517,1233,彰銀-台中,870423,台中市南區復興路二段七十八號三樓,04-22660011,2026-05-17
1150517,1261,宏遠-民生,810408,台北市松山區南京東路五段1號4樓,02-27657933,2026-05-17
1150517,1262,宏遠-桃園,841216,桃園市桃園區大興西路二段35號1樓及地下室一層,03-3463456,2026-05-17
1150517,126D,宏遠-台南,860813,台南市中西區忠義路2段69號3樓,06-2236677,2026-05-17
1150517,126H,宏遠-中和,870801,新北市中和區民樂路23號1樓及地下1樓,02-32346738,2026-05-17
1150517,126L,宏遠-台中,871020,台中市文心路1段521號7樓之6,04-2255-6687,2026-05-17
1150517,126Q,宏遠-高雄,990201,高雄市中正二路175號4樓,07-2299788,2026-05-17
1150517,126T,宏遠-自營,790427,北市開封街一段2號2F(部分),02-3121122,2026-05-17
1150517,126U,宏遠-館前,890502,臺北市中正區博愛路76號5樓,02-23121122,2026-05-17
1150517,126X,宏遠-新化,950724,臺南市新化區中山路243號之1二樓及三樓,06-5801000,2026-05-17
1150517,126i,宏遠-光隆,1100217,花蓮縣花蓮市公園路26號4-6樓,03-8352181,2026-05-17
1150517,136T,香港商麥格里--自營,1060525,,02-27347500,2026-05-17
1150517,147T,台灣摩根士丹利-自營,951002,,(02)27302888,2026-05-17
1150517,165T,新加坡商瑞銀-自營,950403,,8722-7200,2026-05-17
1150517,2181,亞東-板橋,830523,台北縣板橋市南雅南路二段一七０號一樓,02-89665558,2026-05-17
